country,1972-01-01 00:00:00,1973-01-01 00:00:00,1974-01-01 00:00:00,1975-01-01 00:00:00,1976-01-01 00:00:00,1977-01-01 00:00:00,1978-01-01 00:00:00,1979-01-01 00:00:00,1980-01-01 00:00:00,1981-01-01 00:00:00,1982-01-01 00:00:00,1983-01-01 00:00:00,1984-01-01 00:00:00,1985-01-01 00:00:00,1986-01-01 00:00:00,1987-01-01 00:00:00,1988-01-01 00:00:00,1989-01-01 00:00:00,1990-01-01 00:00:00,1991-01-01 00:00:00,1992-01-01 00:00:00,1993-01-01 00:00:00,1994-01-01 00:00:00,1995-01-01 00:00:00,1996-01-01 00:00:00,1997-01-01 00:00:00,1998-01-01 00:00:00,1999-01-01 00:00:00,2000-01-01 00:00:00,2001-01-01 00:00:00,2002-01-01 00:00:00,2003-01-01 00:00:00,2004-01-01 00:00:00,2005-01-01 00:00:00,2006-01-01 00:00:00,2007-01-01 00:00:00,2008-01-01 00:00:00,2009-01-01 00:00:00,2010-01-01 00:00:00,2011-01-01 00:00:00,2012-01-01 00:00:00,2013-01-01 00:00:00,2014-01-01 00:00:00,2015-01-01 00:00:00,2016-01-01 00:00:00,2017-01-01 00:00:00,2018-01-01 00:00:00,2019-01-01 00:00:00
Not classified,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.434403103,-0.542446552,-0.601831417,-0.620592707,-0.439039764,-0.588760987,-0.6287855,-0.616960229,-0.126646872,0.058113129,-0.071205957,0.060895582,0.097140461,0.154105353,0.09866189,0.09866189
Ireland,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.188356464,1.161351134,1.075863004,0.866910431,0.846341714,0.559004114,0.765454513,0.741272088,-0.383165422,-0.2456862,-0.223916253,-0.189318939,-0.265655469,-0.372250692,-0.320432864,-0.320432864
"Iran, Islamic Rep.",-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.164879488,-1.110552923,-1.048980999,-1.021255023,-1.244384345,-1.295960749,-1.25829063,-1.253789643,-1.224911091,-0.639683971,-0.650751972,-0.631143709,-0.589662173,-0.835763359,-0.951242341,-1.053848684,-1.053848684
Iraq,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.2962196,-0.062701982,-0.148013082,-0.036391012,-0.639683971,-0.650751972,-0.682047141,-0.589662173,-0.835763359,-0.793335528,-0.844301307,-0.844301307
Iceland,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.149666902,-0.224603743,-0.29974589,-0.374682731,-0.449619572,-0.524556413,-0.496397966,-0.601831417,-0.47664079,-0.486646485,-0.636584533,-0.6287855,-0.656257837,0.694212485,0.463178901,0.539635227,0.511281721,0.563592371,0.364647771,0.412982956,0.412982956
Israel,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-0.490257858,-1.103301118,-0.962647704,-0.822378589,-0.682109473,-0.614709722,-0.588495138,-0.601831417,-0.572608735,-0.677073371,-0.732231625,-0.6287855,-0.650980706,-0.331861712,-0.296319421,-0.529336845,-0.589662173,-0.628451399,-0.635428714,-0.582367085,-0.582367085
Italy,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.462023549,-0.668576679,-0.581859928,-0.732231625,-0.821094467,-0.775778857,0.283782806,0.361912458,0.437828363,0.361153008,0.304452421,0.206740958,0.203435579,0.203435579
Jamaica,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.028615698,0.105776315,-0.051171747,-0.120960057,-0.03222816,0.063989641,-0.028713212,0.056185067,0.470028907,0.339086737,0.703521549,0.654651206,0.669300029,0.489486329,0.232479097,0.260646015,0.285118067,0.511281721,0.459936391,0.417283376,0.517756644,0.517756644
Jordan,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.346400558,-0.234814641,-0.303682796,-0.667381935,-0.708600962,-0.63822129,-0.614709722,-0.588495138,-0.64843404,-0.620592707,-0.581859928,-0.349643258,-0.292244807,-0.500209583,-0.537076551,-0.448219086,-0.427529981,-0.43953346,-0.421139439,-0.530157505,-0.477593397,-0.477593397
Japan,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.256953481,-0.011432885,-0.269487425,0.153621117,0.190924054,-0.009086572,0.089202204,0.136865041,0.415095107,0.37697668,0.470622342,0.423426285,0.531022626,0.513094664,0.224239293,0.188527611,0.125344178,-0.84489881,-0.903918079,-0.834757437,-0.839876695,-0.783935369,-0.845971132,-0.844301307,-0.844301307
Kazakhstan,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.153621117,0.276071793,0.243424477,0.257332013,0.475051442,0.195654191,-0.028713212,0.102233653,0.004002679,0.243118792,0.227454336,0.224239293,0.188527611,0.183931353,-0.74229139,-0.752018415,-0.783854005,-0.78983379,-0.887591349,-0.898606737,-0.949074995,-0.949074995
Kenya,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.88516965,-0.772689483,-0.834844532,-0.668576679,-0.581859928,-0.540937441,-0.676862742,-0.721564367,2.079412651,2.032808768,2.015834756,2.212740466,2.066604082,2.048987115,2.036975127,2.036975127
Kyrgyz Republic,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.809200114,-1.547057439,-1.263106961,-1.299161378,-1.524152867,-1.592095882,-1.258153864,-1.252655855,-1.155629578,-1.002932413,-0.881447154,-0.860512568,-0.62946665,-0.732231625,-0.773017225,-0.765239933,2.130716361,2.184708432,2.168545052,2.212740466,2.170260062,2.206893928,2.141748816,2.141748816
Cambodia,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.804753759,-0.660553336,-0.831862773,-1.003641552,-0.877694162,-0.725997656,-0.659786377,-0.68059231,-0.695036663,-0.668576679,-0.724680092,-0.732231625,-0.724939983,-0.726795005,-0.84489881,-0.60011875,-0.732950573,-0.78983379,-0.732107379,-0.635428714,-0.63475393,-0.63475393
Kiribati,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.096651122,1.304858887,1.327475093,1.695354613,1.851304963,1.716405597,1.686435386,1.870070347,2.038957885,2.044812902,2.082322856,2.147723329,2.402397541,2.322150077,2.328475313,2.303926251,2.32394782,2.38723491,2.43787454,2.423062213,2.26278337,2.429400012,2.417436346,2.298909349,2.298909349
St. Kitts and Nevis,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.064895003,1.366984753,1.28755103,1.695354613,1.808731094,1.800575947,1.602370481,1.658703846,1.995069702,2.134966212,2.220468615,2.194325952,2.258445624,1.846082863,2.185004675,2.207771768,2.369652756,0.181175387,0.210012794,0.081504339,0.110938487,0.097140461,0.048834144,0.4653698,0.4653698
"Korea, Rep.",-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.614709722,-0.726640897,-0.741639286,-0.716560651,-0.62946665,-0.827878717,-0.869171709,-0.879366393,-0.84489881,-0.752018415,-0.732950573,-0.639705077,-0.576623409,-0.58279311,-0.529980241,-0.529980241
Kuwait,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.438029409,1.584425281,1.407323219,1.862028505,2.021600441,1.926831472,1.938630098,2.081436848,2.302286984,2.450502794,2.542808717,2.567146935,2.59433343,2.512576962,2.567593042,2.54431246,2.596280358,-0.280558002,-0.397585864,-0.325723117,-0.189318939,-0.265655469,-0.319615087,-0.320432864,-0.320432864
Latin America & Caribbean (excluding high income),0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.897865122,0.872819881,1.023205376,0.609836776,0.339086737,0.703521549,0.702474752,0.621222788,0.378013772,-0.280558002,-0.2456862,-0.274819685,-0.339447652,-0.421139439,-0.319615087,-0.425206553,-0.425206553
Lao PDR,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.459716516,-1.68883125,-1.347437124,-0.929759178,-1.043718161,-1.044694745,-1.045674004,-0.835420862,-0.76988584,-0.930246305,-0.910835241,-0.881447154,-0.764544624,-0.724680092,-0.780055171,-0.821094467,-0.756317221,-0.485772841,-0.346952643,-0.274819685,-0.389490556,-0.421139439,-0.477521901,-0.372819708,-0.372819708
Lebanon,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.457219674,-0.666327662,-0.374892191,-0.20901983,-0.266155035,-0.462023549,-0.380672846,-0.2962196,-0.301819712,-0.196090323,-0.373714698,-0.94750623,-0.903918079,-0.936564301,-0.889919599,-0.783935369,-0.740699923,-0.791914462,-0.791914462
Liberia,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.179726666,-0.064519163,-0.177427271,-0.289089865,-0.24359466,-0.243227641,-0.299173139,-0.266155035,-0.368818303,-0.236720929,-0.201006157,-0.158349074,-0.244167565,-0.316482035,0.745516195,0.868244673,0.895959252,0.961667859,0.978216292,0.891003816,0.884464554,0.884464554
Libya,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.253301737,-1.032626797,-1.028044621,-0.679748341,-0.447683988,-0.850790069,-0.793479291,-0.835420862,-0.76988584,-0.704863031,-0.726640897,-0.741639286,-0.716560651,-0.819893535,-0.780055171,-0.773017225,-0.671793499,1.002034744,0.969511116,0.997766116,0.997766116,0.997766116,0.997766116,0.997766116,0.997766116
St. Lucia,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.704863031,-0.818738069,-0.788241909,-0.956480512,-0.962713699,-0.923525809,-0.917248951,-0.901288773,0.642908775,0.615078566,0.590538659,0.661410434,0.511764381,-1.372327177,-1.525330282,-1.525330282
Latin America & Caribbean,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,0.08563878,-0.229563362,-0.138058193,-0.192240771,-0.303682796,-0.289089865,-0.24359466,-0.287115824,-0.299173139,-0.312203622,-0.182407812,0.099166876,0.275061057,0.463357022,0.621222788,0.688526663,1.002034744,0.969511116,0.997766116,1.011710763,0.978216292,1.048910629,1.094011931,1.094011931
Least developed countries: UN classification,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.846341714,0.84594539,0.861608997,0.738484938,-0.94750623,-0.954551301,-0.987467734,-0.78983379,-0.680279389,-0.740699923,-0.739527618,-0.739527618
Low income,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.649935463,-0.127918882,-0.548955865,-0.304732085,-0.362536249,-0.345767971,-0.247057413,-0.03222816,0.020101458,0.151593407,0.424573756,0.470028907,0.531022626,0.751128271,0.702474752,0.669300029,0.628122928,1.258553294,1.273310445,1.303186708,1.412053998,0.926388302,1.048910629,0.989238242,0.989238242
Liechtenstein,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,-0.145807062,0.458393972,0.528993834,0.653642791,0.872105965,0.664276226,0.635624082,0.728691243,1.029529671,0.962973191,1.115302548,1.16906825,1.202798236,0.989161878,0.84594539,0.95776348,0.983389817,0.027264257,0.007479908,-0.020302525,0.160981391,0.252624431,0.259376562,0.203435579,0.203435579
Sri Lanka,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.429780852,-1.1288659,-1.157844323,-1.18690214,-1.215880563,-1.164879488,-1.020399614,-0.910835241,-0.695036663,-0.764544624,-0.772286814,-0.923525809,-0.869171709,-0.876277761,-0.7935951,-0.752018415,-0.834757437,-0.689747982,-0.732107379,-0.740699923,-0.791914462,-0.791914462
Lower middle income,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.749939686,-0.68059231,-0.5135734,-0.34655449,-0.17953558,-0.012059084,0.154959826,0.321978736,0.488997646,0.513812123,0.285118067,0.561324625,0.563592371,0.627825794,0.674917177,0.674917177
Low & middle income,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.590647839,0.46712999,0.839011031,0.889452513,0.962878375,1.179588763,1.41982794,1.775076591,1.490329879,0.027264257,0.159379572,0.285118067,0.461238816,0.148968451,0.312012167,0.308209267,0.308209267
Lesotho,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.908272432,-0.804753759,-0.575405597,-0.808704894,-0.835511743,-0.835420862,-0.63822129,-0.569633067,-0.496397966,-0.462023549,-0.140752985,-0.105792714,-0.110525528,-0.148013082,-0.207901116,-1.563150748,-1.61278318,-1.64921235,-1.540477354,-1.509527229,-1.424962782,-1.420556593,-1.420556593
Late-demographic dividend,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.075338329,-1.347437124,-1.054764596,-0.958570422,-1.145386293,-1.045674004,-0.793147562,-0.682109473,-0.614709722,-0.772689483,-0.741639286,-0.812528596,-0.915106978,-0.875702263,-0.917248951,-0.76551745,-0.383165422,-0.093786535,-0.020302525,0.060895582,0.097140461,0.101469749,0.09866189,0.09866189
Lithuania,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.45034938,-0.741639286,-0.572608735,-0.486646485,-0.349643258,-0.003781356,0.449354732,2.233323781,2.184708432,2.066738188,2.112654657,2.118432072,2.154258324,2.19413566,2.19413566
Luxembourg,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,0.107877824,-0.344249794,-0.312203622,-0.368818303,-0.284704902,-0.248612878,0.128592201,0.332759337,0.163323223,0.119014155,0.074583693,0.030274626,-0.014034441,-0.058343509,-0.214343878,0.046275046,0.046275046
Latvia,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.857662206,-0.88516965,-0.910835241,-0.9746524,-1.052448457,-1.153140585,-1.210467084,-1.15763516,-1.189700503,-0.639683971,-0.650751972,-0.631143709,-0.689747982,-0.680279389,-0.688064319,-0.687140774,-0.687140774
"Macao SAR, China",-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.679748341,-0.532831727,-0.556193845,-0.793479291,-0.624054361,-0.462668557,-0.524556413,-0.404300794,-0.368818303,-0.188736957,-0.2962196,-0.493113895,-0.532631016,-0.563360685,-0.280558002,-0.2456862,-0.223916253,-0.189318939,-0.369311449,-0.530157505,-0.425206553,-0.425206553
St. Martin (French part),1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.322913475,1.339804687,1.207702904,1.737023086,1.893878833,1.800575947,1.854565194,1.996890247,2.258398801,2.31527283,2.450711545,2.473941689,2.546349458,2.464970241,2.47194595,2.54431246,2.454482273,-1.819669297,-1.764682845,-1.801922646,-1.740648971,-1.716839189,-1.793412013,-1.734877659,-1.734877659
Morocco,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.572608735,-0.534253207,-0.588760987,-0.580708258,-0.642036905,-0.229254292,-0.043153314,-0.122109389,-0.139276035,-0.058343509,-0.109072669,-0.215659176,-0.215659176
Monaco,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.840092995,-0.772689483,-0.881447154,-0.90849654,-1.010320421,-0.875702263,-0.773017225,-0.759692955,-1.109808625,-1.460883516,-1.445598622,-1.390348641,-1.665011199,-1.635505199,-1.577717126,-1.577717126
