country,1972-01-01 00:00:00,1973-01-01 00:00:00,1974-01-01 00:00:00,1975-01-01 00:00:00,1976-01-01 00:00:00,1977-01-01 00:00:00,1978-01-01 00:00:00,1979-01-01 00:00:00,1980-01-01 00:00:00,1981-01-01 00:00:00,1982-01-01 00:00:00,1983-01-01 00:00:00,1984-01-01 00:00:00,1985-01-01 00:00:00,1986-01-01 00:00:00,1987-01-01 00:00:00,1988-01-01 00:00:00,1989-01-01 00:00:00,1990-01-01 00:00:00,1991-01-01 00:00:00,1992-01-01 00:00:00,1993-01-01 00:00:00,1994-01-01 00:00:00,1995-01-01 00:00:00,1996-01-01 00:00:00,1997-01-01 00:00:00,1998-01-01 00:00:00,1999-01-01 00:00:00,2000-01-01 00:00:00,2001-01-01 00:00:00,2002-01-01 00:00:00,2003-01-01 00:00:00,2004-01-01 00:00:00,2005-01-01 00:00:00,2006-01-01 00:00:00,2007-01-01 00:00:00,2008-01-01 00:00:00,2009-01-01 00:00:00,2010-01-01 00:00:00,2011-01-01 00:00:00,2012-01-01 00:00:00,2013-01-01 00:00:00,2014-01-01 00:00:00,2015-01-01 00:00:00,2016-01-01 00:00:00,2017-01-01 00:00:00,2018-01-01 00:00:00,2019-01-01 00:00:00
Spain,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.726640897,-0.741639286,-0.668576679,-0.677073371,-0.684408079,-0.6287855,-0.746886926,-0.7935951,-0.853284858,-0.732950573,-0.589662173,-0.680279389,-0.740699923,-0.739527618,-0.739527618
Estonia,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.473437273,0.644771568,0.648766023,1.195332939,1.29784466,1.211383499,1.308143316,1.531883946,1.643964236,1.72927632,1.944177098,1.961312838,2.066509736,1.941296306,1.993710491,2.111617284,2.082052008,0.129871677,0.260646015,0.234214635,0.411195912,0.304452421,0.312012167,0.255822423,0.255822423
Ethiopia,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.346443906,-1.214013639,-1.04600906,-0.877544195,-0.793147562,-0.857662206,-0.840092995,-0.68059231,-0.741639286,-0.716560651,-0.677073371,-0.732231625,-0.773017225,-0.696907081,-1.255328489,-1.207717408,-1.241984894,-1.290262833,-1.198559289,-1.109149155,-1.211009216,-1.211009216
European Union,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.830848814,-0.472023495,-0.37315477,-0.328141261,-0.243227641,-0.299173139,-0.312203622,-0.322215681,0.051182904,0.179847614,0.032945109,0.044295886,-0.005587618,0.591605066,0.564445344,0.539635227,0.411195912,0.252624431,0.101469749,0.151048734,0.151048734
Fragile and conflict affected situations,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.004514063,-1.208767671,-1.200706232,-1.048980999,-1.067857646,-1.148416401,-1.248354028,-1.066996446,-0.869171709,-1.076524981,-0.588380261,-0.549485529,-0.478433413,-0.339447652,-0.317483459,-0.319615087,-0.26804602,-0.26804602
Finland,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.717417217,-0.190044748,-0.189639299,0.028615698,0.233497923,0.159254128,0.21529956,0.136865041,0.239542374,0.286823371,0.424573756,0.51663153,0.62699057,0.513094664,0.511180568,0.332759337,0.244226765,-0.383165422,-0.346952643,-0.274819685,-0.239361843,-0.161999489,-0.161708274,-0.110885487,-0.110885487
Fiji,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.582771479,-1.048158263,-1.187740873,-1.221438488,-1.256587508,-1.313726993,-1.213803813,-1.131333963,-1.033214939,-0.975322959,-0.864786655,-0.788241909,-0.812528596,-0.677073371,-0.588760987,-0.580708258,-0.487975363,1.309857003,1.475843331,1.557703868,1.612225615,1.548324182,1.627902279,1.565493529,1.565493529
France,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.249332222,-1.055923996,-1.14781681,-0.846422232,-0.745701075,-0.850790069,-0.877544195,-0.793147562,-0.63822129,-0.614709722,-0.542446552,-0.368818303,-0.236720929,-0.2962196,-0.301819712,-0.340322049,-0.453812052,-0.7935951,-0.903918079,-0.834757437,-0.78983379,-0.732107379,-0.688064319,-0.791914462,-0.791914462
Faroe Islands,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.049016943,1.203904356,1.048006652,1.36200683,1.29784466,1.000957625,1.140013508,0.982331044,1.42452332,1.503893047,1.529739823,1.541889232,1.682637958,1.75086942,1.898063399,1.919308317,1.672834245,-1.306632199,-1.359617073,-1.39469519,-1.340305737,-1.354043259,-1.319691573,-1.315782905,-1.315782905
"Micronesia, Fed. Sts.",-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.569633067,-0.542446552,-0.64843404,-0.716560651,-0.819893535,-1.066996446,-0.869171709,-0.635331929,1.976805231,1.77964266,1.812221028,1.812397232,1.807464132,1.785809092,1.722654062,1.722654062
Gabon,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.901550389,-0.930246305,-0.864786655,-1.021255023,-1.196400373,-1.295960749,-1.210467084,-1.205712402,-1.074490338,0.848123615,0.918877895,0.84505582,0.911624955,1.081872272,0.996275025,0.936851398,0.936851398
United Kingdom,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.820360032,1.936452702,1.800575947,1.854565194,2.039163547,2.346175167,2.40542614,2.588857304,2.567146935,2.498365485,2.322150077,2.232828221,2.159694526,2.026554422,-0.075343162,0.007479908,-0.020302525,0.060895582,0.200796441,0.364647771,0.4653698,0.4653698
Georgia,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.916572229,0.928234463,0.903653629,0.914679835,0.748446576,1.18204596,1.151424244,1.205082404,1.008049845,1.023205376,0.84284989,1.010862347,0.941555156,0.989416027,1.005840722,0.844042411,-0.280558002,-0.2456862,-0.274819685,-0.089233131,-0.213827479,0.048834144,0.046275046,0.046275046
Ghana,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-1.165972408,-0.749177536,-0.269487425,-0.138058193,0.020628576,-0.093256922,0.299364465,0.263684941,0.45898329,0.286823371,0.424573756,0.376823662,0.579006598,0.3702745,0.128592201,-0.051858598,-0.066618282,0.232479097,0.108746351,0.285118067,0.511281721,0.252624431,0.259376562,0.308209267,0.308209267
Gibraltar,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.471405976,-0.362536249,-0.322925227,-0.283205682,-0.24359466,-0.199339458,-0.389326449,-0.220106449,-0.182407812,-0.332688874,-0.439039764,-0.493113895,-0.340322049,-0.337748728,1.566375553,1.577109774,1.659510732,1.612225615,1.496496192,1.575266674,1.565493529,1.565493529
Guinea,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.178396148,-0.137336842,-0.09638972,-0.107093032,-0.093256922,0.047169752,-0.03222816,0.151766008,0.512206644,0.746913859,0.563234153,0.339086737,0.513094664,0.463357022,0.332759337,0.210821234,-0.7935951,-0.853284858,-0.732950573,-0.739790886,-0.732107379,-0.635428714,-0.63475393,-0.63475393
"Gambia, The",0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.314656674,0.660303034,0.369297582,0.361963481,0.574088879,0.664276226,0.971883699,1.066877644,1.205082404,1.233433119,1.483691237,1.635094478,1.682637958,1.560442535,1.754592762,1.823153833,1.914815852,-0.84489881,-0.802651636,-0.936564301,-0.889919599,-0.887591349,-0.793335528,-0.844301307,-0.844301307
Guinea-Bissau,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-1.001144291,-0.766619719,-0.877544195,-0.962240763,-0.813774023,-0.88516965,-0.68059231,-0.695036663,-0.90849654,-0.867500256,-0.636584533,-0.532631016,-0.647983622,-0.99880994,-0.954551301,-0.834757437,-0.739790886,-0.783935369,-0.740699923,-0.739527618,-0.739527618
Equatorial Guinea,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.219004393,-1.115909418,-1.013096124,-1.1288659,-1.145386293,-1.17177136,-1.131333963,-1.033214939,-0.930246305,-0.910835241,-0.881447154,-0.90849654,-0.915106978,-0.875702263,-0.917248951,-0.863902626,-1.101417359,-1.157084187,-1.14017803,-1.090091216,-1.146731299,-1.161784759,-1.211009216,-1.211009216
Greece,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.043718161,-1.019165081,-0.994544732,-0.969991652,-0.945438572,-0.88516965,-0.818738069,-0.881447154,-0.90849654,-1.057927142,-1.0191729,-0.965326193,-0.923150281,-0.67365472,-0.423475608,-0.173980046,0.075515516,0.325011078,0.575190189,0.727304021,0.727304021
Grenada,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.818738069,-0.928049777,-0.956480512,-1.057927142,-0.971349354,-0.917248951,-0.92761691,0.027264257,0.007479908,0.030600907,0.311110104,-0.110171499,-0.214343878,-0.110885487,-0.110885487
Greenland,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.439039764,-0.588760987,-0.388399291,-0.462925048,-1.152721069,-0.853284858,-0.936564301,-0.889919599,-0.680279389,-0.740699923,-0.739527618,-0.739527618
Guatemala,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.45898329,0.196670062,0.286427998,0.330221039,0.147150848,0.132240893,0.032945109,0.236604853,0.273264405,-0.690987681,-0.752018415,-0.834757437,-0.739790886,-0.783935369,-0.793335528,-0.791914462,-0.791914462
Guam,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.358252208,-0.695036663,-1.004464485,-0.962713699,-0.971349354,-0.917248951,-0.878053101,-0.126646872,-0.2456862,-0.325723117,-0.289404748,-0.317483459,-0.635428714,-0.582367085,-0.582367085
Guyana,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.550444924,-0.659786377,-0.45034938,-0.229010435,-0.47664079,-0.486646485,-0.732231625,-0.724939983,-0.74726222,-1.152721069,-1.410250294,-1.292888326,-1.340305737,-1.509527229,-1.372327177,-1.368169749,-1.368169749
High income,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.864786655,-0.886641598,-0.90849654,-0.772286814,-0.44529035,-0.340322049,-0.410814701,1.412464423,1.42521011,1.241660177,1.058110244,0.874560312,0.627825794,0.622530333,0.622530333
"Hong Kong SAR, China",-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.945438572,-0.749939686,-0.726640897,-0.64843404,-0.716560651,-0.677073371,-0.732231625,-0.869171709,-0.973663111,-0.177950582,-0.296319421,-0.274819685,-0.289404748,-0.369311449,-0.266979483,-0.26804602,-0.26804602
Honduras,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.346750153,1.465229092,1.41982794,1.422228651,1.424629362,0.078567967,0.311279237,0.285118067,0.060895582,-0.213827479,-0.056437065,-0.110885487,-0.110885487
Heavily indebted poor countries (HIPC),-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.370414561,-0.374892191,-0.299173139,-0.404300794,-0.462023549,-0.380672846,-0.391433043,-0.44529035,-0.388399291,-0.359825923,0.540301356,0.716345009,0.743248956,0.911624955,0.822732322,0.838368212,0.83207771,0.83207771
Croatia,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.312203622,-0.415420926,-0.332688874,-0.391433043,-0.349643258,-0.244167565,-0.253933896,1.874197812,1.880909103,1.964931324,1.91248304,1.962948102,2.048987115,1.984588283,1.984588283
Haiti,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.362536249,-0.303682796,0.0051373,0.094591741,0.195654191,0.196670062,0.332476584,0.330221039,0.387070709,0.275061057,0.415533477,0.476991062,0.338418037,0.283782806,0.513812123,0.590538659,0.611367529,0.719076342,0.785732607,0.779690865,0.779690865
Hungary,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.167778841,1.570349194,1.766157224,1.590150073,1.644402933,1.870070347,1.951181518,1.909582938,2.03627427,2.101120706,2.114493708,2.036509748,1.993710491,2.159694526,2.138233559,-0.331861712,-0.296319421,-0.223916253,-0.339447652,-0.317483459,-0.161708274,-0.006111798,-0.006111798
IBRD only,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.929759178,-0.532831727,-0.59827902,-0.58331703,-0.370414561,-0.199339458,-0.073789866,0.056185067,0.283618416,0.387070709,0.465487942,0.224239293,0.140450369,0.071127291,-0.383165422,-0.397585864,-0.427529981,-0.489576365,-0.680279389,-0.635428714,-0.529980241,-0.529980241
IDA & IBRD total,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,1.16906825,0.818926459,0.655914828,0.60682766,0.476991062,0.510443871,-0.588380261,-0.752018415,-0.783854005,-0.739790886,-0.887591349,-1.003877946,-0.949074995,-0.949074995
IDA total,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.513074449,-0.234814641,-0.051171747,-0.211011514,-0.370414561,-0.418780374,-0.434403103,-0.404300794,-0.415420926,-0.236720929,-0.248612878,-0.349643258,-0.292244807,-0.288777817,-0.304875723,-0.321017732,-0.337115638,-0.353213543,-0.369311449,-0.530157505,-0.63475393,-0.63475393
IDA blend,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.873422683,-0.934960419,-0.709414387,-1.046787363,-0.813774023,-0.840092995,-0.542446552,-0.415420926,-0.572608735,-0.534253207,-0.349643258,-0.532631016,-0.559326388,-0.485772841,-0.448219086,-0.427529981,-0.389490556,-0.680279389,-0.740699923,-0.791914462,-0.791914462
Indonesia,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-1.215880563,-0.725997656,-0.479479758,-0.588495138,-0.462023549,-0.380672846,-0.2962196,-0.493113895,-0.676862742,-0.481747294,-0.024039453,0.058113129,0.081504339,-0.039190226,-0.317483459,-0.424886296,-0.320432864,-0.320432864
IDA only,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.332688874,-0.581859928,-0.732231625,-0.821094467,-0.754960792,-0.485772841,-0.752018415,-0.580240277,-0.389490556,-0.576623409,-0.635428714,-0.582367085,-0.582367085
Isle of Man,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-1.090551624,-0.795771935,-1.187740873,-0.679748341,-0.532831727,-0.640364195,-0.457219674,-0.412687861,-0.287115824,-0.254096485,-0.266155035,-0.368818303,-0.236720929,-0.201006157,-0.349643258,-0.436476532,-0.515274089,0.694212485,0.665711787,0.590538659,0.661410434,0.615420362,0.680461398,0.570143488,0.570143488
India,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.575405597,-0.64592145,-0.716630498,-0.787146352,-0.857662206,-0.659786377,-0.634543724,-0.64843404,-0.332688874,-0.201006157,-0.110525528,0.044295886,-0.049481747,-1.460543328,-1.106450965,-1.14017803,-1.040048312,-0.783935369,-0.688064319,-0.739527618,-0.739527618
