Country Name,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Belize,-0.166932175,-0.167205778,-0.167479382,-0.167752985,-0.168026588,-0.168300192,-0.168573795,-0.168847398,-0.169121001,-0.169394605,-0.169668208,-0.169941811,-0.170215415,-0.170489018,-0.170762621,-0.171036225,-0.171309828,-0.171583431,-0.171857035,-0.172130638,-0.172404241,-0.172677844,-0.172951448,-0.173225051,-0.014623114,-0.070346936,-0.125918508,-0.160743281,-0.195568055,-0.220152876,-0.244670525,-0.12683861,-0.267151654,-0.265379786,-0.387274176,-0.379635036,-0.336738318,-0.04063414,-0.081751071,-0.260225624,0.005767961,0.018098461,-0.189475268,-0.178697117,-0.178970721,-0.179244324,-0.179517927,-0.17979153
Benin,-0.534827962,-0.539392733,-0.543957505,-0.548522276,-0.553087048,-0.55765182,-0.562216591,-0.566781363,-0.571346134,-0.575910906,-0.580475677,-0.585040449,-0.58960522,-0.594169992,-0.598734763,-0.603299535,-0.607864306,-0.612429078,-0.616993849,-0.621558621,-0.626123392,-0.630688164,-0.635252935,-0.639817707,-0.930731416,-0.764991868,-0.59970516,-0.54623729,-0.49276942,-0.642594006,-0.792009234,-0.56892395,-0.493639767,-0.970942497,-0.616738021,-0.473546594,-0.53126967,-0.672711611,-0.737614274,-0.642196357,-0.932404459,-0.834388018,-0.780429363,-0.731113137,-0.735677909,-0.74024268,-0.744807452,-0.749372223
Bermuda,1.490630118,1.485494053,1.480357988,1.475221923,1.470085859,1.464949794,1.459813729,1.454677664,1.449541599,1.444405534,1.43926947,1.434133405,1.42899734,1.423861275,1.41872521,1.413589146,1.408453081,1.403317016,1.398180951,1.393044886,1.387908822,1.382772757,1.377636692,1.372500627,1.35953927,1.369858057,1.380148649,1.382515728,1.384882808,1.342049854,1.29933393,1.316519618,1.284614205,1.27218318,1.27474761,1.298273921,1.319785237,1.345136762,1.333021045,1.307217717,1.294389725,1.285754204,1.251688123,1.269779331,1.264643266,1.259507201,1.254371136,1.249235072
Bhutan,-0.184836198,-0.157989541,-0.131142884,-0.104296227,-0.07744957,-0.050602913,-0.023756256,0.003090401,0.029937058,0.056783715,0.083630372,0.110477029,0.137323686,0.164170343,0.191017,0.217863657,0.244710314,0.271556971,0.298403628,0.325250285,0.352096942,0.3789436,0.405790257,0.432636914,0.44343102,0.582154244,0.720498443,0.552496582,0.384494722,0.482571595,0.580380499,0.753950298,0.618482292,0.747862399,0.658191502,0.740648806,0.765826404,0.810363948,0.821655273,0.73602587,0.823656023,0.823474109,1.274802208,0.969570054,0.996416711,1.023263368,1.050110025,1.076956682
Bolivia,-0.538996862,-0.540239574,-0.541482285,-0.542724997,-0.543967708,-0.54521042,-0.546453132,-0.547695843,-0.548938555,-0.550181267,-0.551423978,-0.55266669,-0.553909401,-0.555152113,-0.556394825,-0.557637536,-0.558880248,-0.560122959,-0.561365671,-0.562608383,-0.563851094,-0.565093806,-0.566336518,-0.567579229,-0.899521232,-0.546077433,-0.193599328,-0.283137403,-0.372675478,-0.661494562,-0.949524522,-0.793509722,-0.771293342,-0.762389362,-0.394265622,-0.355216324,-0.495375037,-0.631202996,-0.442315787,-0.533959627,-0.704874516,-0.589369833,-0.640318394,-0.592433462,-0.593676173,-0.594918885,-0.596161596,-0.597404308
Bosnia and Herzegovina,-0.471802884,-0.467430952,-0.463059019,-0.458687087,-0.454315154,-0.449943222,-0.445571289,-0.441199357,-0.436827424,-0.432455492,-0.428083559,-0.423711627,-0.419339694,-0.414967762,-0.410595829,-0.406223897,-0.401851964,-0.397480032,-0.393108099,-0.388736167,-0.384364234,-0.379992302,-0.375620369,-0.371248437,-0.349427521,-0.312637152,-0.275947303,-0.381478488,-0.487009674,-0.419531818,-0.352238327,-0.301143855,-0.313778222,-0.198875815,-0.293383926,-0.377741367,-0.355493575,-0.372440279,-0.324710518,-0.305923313,-0.29595232,-0.223521695,-0.281817913,-0.283809787,-0.279437854,-0.275065922,-0.270693989,-0.266322057
Botswana,0.23308561,0.251795818,0.270506026,0.289216235,0.307926443,0.326636651,0.345346859,0.364057067,0.382767276,0.401477484,0.420187692,0.4388979,0.457608108,0.476318317,0.495028525,0.513738733,0.532448941,0.55115915,0.569869358,0.588579566,0.607289774,0.625999982,0.644710191,0.663420399,0.585982561,0.64596634,0.705786228,0.686005324,0.66622442,0.636075108,0.606008172,1.24967134,0.879445016,1.141266823,0.895547032,0.941658497,0.98775363,0.919515193,1.003334641,0.979917467,0.918630481,0.91186446,0.799274445,1.037624563,1.056334771,1.075044979,1.093755188,1.112465396
Brazil,0.216978475,0.209016304,0.201054134,0.193091963,0.185129792,0.177167622,0.169205451,0.16124328,0.15328111,0.145318939,0.137356768,0.129394598,0.121432427,0.113470257,0.105508086,0.097545915,0.089583745,0.081621574,0.073659403,0.065697233,0.057735062,0.049772891,0.041810721,0.03384855,-0.072134018,-0.035321878,0.001389683,0.012458868,0.023528052,0.018264009,0.013014348,0.103209145,0.052835204,-0.169980109,-0.137559682,-0.116713583,-0.020463366,-0.116783746,-0.000679583,0.145704105,-0.073910311,-0.118236355,-0.37831071,-0.125394863,-0.133357033,-0.141319204,-0.149281375,-0.157243545
Brunei Darussalam,-0.277989046,-0.254369279,-0.230749512,-0.207129744,-0.183509977,-0.15989021,-0.136270443,-0.112650676,-0.089030908,-0.065411141,-0.041791374,-0.018171607,0.00544816,0.029067927,0.052687695,0.076307462,0.099927229,0.123546996,0.147166763,0.170786531,0.194406298,0.218026065,0.241645832,0.265265599,0.538749278,0.456939679,0.375353605,0.381228149,0.387102693,0.342458577,0.29793644,0.28681913,0.407245994,0.264606416,0.228613153,0.239884168,0.538874388,1.020209193,0.894763529,0.875204027,0.63643831,0.721916914,0.633458555,0.737660943,0.76128071,0.784900478,0.808520245,0.832140012
Bulgaria,-0.530083731,-0.521051132,-0.512018534,-0.502985935,-0.493953336,-0.484920738,-0.475888139,-0.46685554,-0.457822941,-0.448790343,-0.439757744,-0.430725145,-0.421692547,-0.412659948,-0.403627349,-0.39459475,-0.385562152,-0.376529553,-0.367496954,-0.358464356,-0.349431757,-0.340399158,-0.33136656,-0.322333961,-0.775768638,-0.506757929,-0.238482222,-0.225968428,-0.213454634,-0.204582305,-0.195734218,-0.071070135,0.098735064,0.058432888,-0.100868478,-0.233496785,-0.303651839,-0.247122794,-0.206980243,-0.225005403,-0.238343164,-0.294138014,-0.283894181,-0.141681987,-0.132649388,-0.123616789,-0.114584191,-0.105551592
