NS_code_from_gini,Nation_State,T_HDI_Mean_plus_5,T_HDI_Trend_plus_5,T_State_Fail_yr_1,T_State_Fail_plus_5,T_State_Fail_yr_5,year0,CWGI_Poli_Stabl_Mean_minus_4,CWGI_Poli_Stabl_Trend_minus_4,CWGI_RoL_Mean_minus_4,CWGI_RoL_Trend_minus_4,E_GINI_Mean_minus_4,E_GINI_Trend_minus_4,PCPI_std_Mean_minus_4,PCPI_std_Trend_minus_4,PWGI_Corrupt_Ctrl_Mean_minus_4,PWGI_Corrupt_Ctrl_Trend_minus_4,PWGI_Voice_Acct_Mean_minus_4,PWGI_Voice_Acct_Trend_minus_4
NLD,Netherlands,0.932,0.0014,0,,,2015,1.050184709,-0.06708594,1.863441261,0.025579795,28.04,0.2,2.36698057,-0.00865016,2.07584038,-0.034418974,1.585119387,-0.009265557
NZL,New Zealand,0.91975,0.0013,0,,,2015,1.40402703,0.005418452,1.915671189,0.015798016,36.11,-0.255,0.280618887,-0.561636371,2.327646596,-0.000345748,1.595408246,-0.023593405
NIC,Nicaragua,0.651,0.0004,0,,,2015,-0.228245604,0.051380406,-0.703770722,0.003077953,44.89150859,-0.388113535,-0.738919386,-0.001412933,-0.777772989,-0.015105411,-0.495382544,0.025068358
NER,Niger,0.373,0.004,0,,,2015,-1.177590269,-0.089262647,-0.608820975,-0.029246206,34.35096775,1.917719577,1.523846455,0.580503177,-0.588200555,0.014319321,-0.252059733,0.058931812
NGA,Nigeria,0.53225,0.0019,1,1,,2015,-2.109445828,-0.087175483,-1.154700933,0.026692452,42.56213418,-0.06253778,1.586294076,0.599378949,-1.171979553,-0.006751317,-0.68663129,0.046680607
MKD,North Macedonia,0.75825,0.0007,0,,,2015,-0.278119667,0.136725305,-0.182444067,0.036555647,36.9,-1.05,-0.959340476,-0.166076783,0.051211587,0.048429194,-0.007070055,0.031140062
NOR,Norway,0.953,0.001,0,,,2015,1.260036779,-0.042418765,1.964545627,0.024384387,26.34,0.55,0.590656753,-0.461709959,2.200552946,-0.021982259,1.719730546,0.002732804
OMN,Oman,0.83375,1E-04,0,,,2015,0.512142045,0.05362911,0.561515024,-7.8103E-05,28.94173278,-1.416729498,-0.152499553,-0.142918453,0.106063661,0.041944083,-1.041929625,-0.034685968
PAK,Pakistan,0.5585,0.0014,0,,,2015,-2.703791957,-0.010252075,-0.874019812,0.016637809,31.344,0.496,-0.450670589,0.094460649,-0.956245768,0.051756692,-0.847567291,0.00722686
PSE,West Bank and Gaza,0.689,0.001,0,,,2015,-1.910668933,-0.007721197,-0.470896456,-0.027008266,34.11992333,-0.140038335,0.434246239,0.02748122,-0.613524705,0.052694851,-0.860231967,0.045406578
PAN,Panama,0.793,0.002,0,,,2015,-0.071244338,0.00557614,-0.137209824,-0.008628669,51.16,-0.22,-0.810324581,-0.102146787,-0.359902064,0.000242354,0.488207442,0.014469785
PNG,Papua New Guinea,0.5425,0.0006,0,,,2015,-0.600390423,0.040373775,-0.89670935,-0.033026496,38.06038497,-1.01362817,0.321729532,0.30730283,-1.090551981,-0.031904033,0.003832876,0.007694264
PRY,Paraguay,0.722,0.002,0,,,2015,-0.599269449,0.074859835,-0.817193515,0.016774028,49.22,-0.63,-0.789279339,0.033189722,-0.902789258,-0.057175499,-0.129212025,-8.31219E-05
PER,Peru,0.75725,0.0015,0,,,2015,-0.740925359,0.021515197,-0.602083184,0.002947216,43.92,-0.38,0.630981189,0.270674284,-0.414135042,-0.048667541,0.116475407,0.0400058
PHL,Philippines,0.70925,0.0027,0,1,,2015,-1.179911488,0.004901963,-0.49388145,0.00320593,45.64628345,-0.546730535,0.518560601,0.192988743,-0.579311402,0.000379195,-0.021912566,0.000695279
POL,Poland,0.869,0.0028,0,,,2015,0.969027186,-0.041092276,0.747226938,-0.015580438,32.78,-0.3,0.93390988,0.064209957,0.518995058,-0.019223178,1.019036564,-0.003322986
PRT,Portugal,0.8485,0.0014,0,,,2015,0.724322549,-0.016722962,1.044478964,0.002867221,35.92,-0.2,0.23176257,-0.169238363,0.928110557,-0.054616279,1.048917521,-0.008477776
QAT,Qatar,0.84775,0.0003,0,,,2015,1.166775295,-0.001145789,1.005798575,0.051947275,30.23394595,-0.652820319,0.484666119,-0.180032832,1.217908164,0.071711083,-0.913853388,-0.018591742
ROU,Romania,0.81325,0.0027,0,,,2015,0.119399151,-0.00907636,0.077854402,0.016494803,36.24,-0.05,-1.31470495,-0.275121408,-0.175608374,0.029011284,0.351493283,0.018600895
RUS,Russian Federation,0.82175,0.0023,0,,,2015,-0.834203348,0.04120877,-0.760777249,0.007555572,39.78,-0.48,-0.24037527,0.201568896,-0.979470203,0.026516917,-0.999957759,-0.053731472
RWA,Rwanda,0.5315,0.004,0,,,2015,-0.035586777,0.104853153,-0.102188465,0.121578735,45.86641176,-0.890705882,1.809355958,0.316001426,0.668378704,0.091764967,-1.20380828,0.044920341
LCA,St. Lucia,0.7445,0.0004,0,,,2015,0.886975751,0.005410949,0.680655635,-0.011301433,48.13407971,1.022439915,0.432098043,-0.252091746,1.019072599,-0.038119449,1.17018738,0.013648333
WSM,Samoa,0.706,0.001,0,,,2015,1.030376511,0.003592354,0.689521033,0.00467788,39.20870509,-0.220764534,-0.234324502,-0.026189552,0.212233539,0.052166468,0.496271482,0.042566496
STP,Sao Tome and Principe,0.6035,0.0054,0,,,2015,0.033380704,-0.012744046,-0.828212677,-0.046449844,30.40520547,-0.139699422,0.542549198,0.258270043,-0.352742789,0.004105289,0.179485288,-0.003227013
SAU,Saudi Arabia,0.85675,0.0001,0,,,2015,-0.411847077,0.013126847,0.226658559,0.019915691,45.90084463,-0.900058654,0.074632251,-0.044345486,-0.04589691,0.114705622,-1.8259208,0.005538615
SEN,Senegal,0.511,0.0028,0,,,2015,-0.110886917,0.067070929,-0.303130774,0.050239242,39.53918617,-0.434034612,-0.300568016,0.080472524,-0.300124723,0.052064084,-0.022327903,0.060912438
SRB,Serbia,0.79575,0.0029,0,,,2015,-0.0456527,0.13897836,-0.256615857,0.071220514,38.7464,0.7936,0.147144161,0.17313038,-0.205033559,0.061667891,0.332891575,0.089909191
SYC,Seychelles,0.80075,1E-04,0,,,2015,0.7273562,-0.094619231,-0.013923944,-0.010999251,44.57827912,-0.803780016,-0.458619132,-0.186489554,0.309066363,-0.007283307,0.031371145,-0.019880579
SLE,Sierra Leone,0.4335,0.0048,0,,,2015,-0.084846322,0.122559287,-0.869004339,0.012422049,39.38981288,1.14770389,-1.233266472,-0.159710137,-0.917031844,-0.022355946,-0.254826812,0.051719819
SGP,Singapore,0.93425,0.0007,0,,,2015,1.281427707,0.015891733,1.805403135,0.045340977,47.14953475,0.003362291,-0.934488297,-0.837251584,2.126640548,0.00325314,-0.05355344,-0.049057015
SVK,Slovak Republic,0.85475,0.0021,0,,,2015,1.037534037,0.009044042,0.510937889,0.008654834,26.66,0,-0.133549322,0.021292213,0.132870655,-0.007700941,0.966384575,0.016637144
SVN,Slovenia,0.89875,0.0033,0,,,2015,0.877091376,-0.027835723,0.978103136,-0.022817267,25.56,0.11,0.615714987,-0.037347915,0.765081403,-0.048044387,0.979430702,-0.026789478
SLB,Solomon Islands,0.5555,0.0014,0,,,2015,0.338088957,-0.007460873,-0.672823293,-0.082554813,37.10129364,-1.125143736,-0.235165987,0.111266664,-0.371147195,0.045985487,-0.013281073,-0.013196151
ZAF,South Africa,0.704,0.001,0,,,2015,0.004785593,0.014927234,0.119689778,0.008810359,66.07995148,-1.746466667,0.309684134,0.084856458,-0.110123397,-0.034954686,0.573845294,-0.003647623
ESP,Spain,0.89125,0.0017,0,,,2015,0.042037844,-0.007901319,1.026567792,-0.049907321,35.92,0.17,1.207700051,0.088056333,0.858137036,-0.093258696,1.013445464,-0.021484842
LKA,Sri Lanka,0.7775,0.0022,0,,,2015,-0.574273506,0.059556088,-0.148312797,-0.018130197,40.75433333,0.365222222,0.51033887,0.274584935,-0.302372156,-3.14654E-05,-0.618226552,-0.023736412
SDN,Sudan,0.50675,0.0007,1,1,,2015,-2.34214129,0.026455598,-1.197314147,0.018853458,34.37021639,-0.138949223,-0.760205627,0.10084453,-1.43194328,-0.043502254,-1.746383835,0.020357667
SUR,Suriname,0.724,-0.0004,0,,,2015,0.127380223,-0.002410166,-0.108163647,-0.015430105,41.16680657,-0.766596715,1.733182727,0.553566697,-0.437748075,-0.042797917,0.390207699,0.06334177
SWE,Sweden,0.93575,0.0011,0,,,2015,1.133920753,-0.037616968,1.965099932,0.015423752,28.32,0.4,-0.423781134,-0.781048298,2.231956404,-0.020479375,1.659466077,-0.011327349
CHE,Switzerland,0.9445,0.0012,0,,,2015,1.308137591,-0.023478333,1.82992229,0.031604119,32.12,0.21,1.607449442,-0.179186039,2.127253352,0.015059171,1.640056842,-0.000180609
SYR,Syrian Arab Republic,0.54525,0.0035,1,1,,2015,-2.445447787,-0.020531638,-1.13947107,-0.104161219,24.4,-1.266551095,-0.391374649,0.100480662,-1.253983204,-0.081131129,-1.788708113,-0.015339504
TJK,Tajikistan,0.6525,0.0032,0,,,2015,-0.919880489,0.124838259,-1.117115958,0.065128378,32.93323597,0.533528069,-0.357893173,0.127657023,-1.111570892,0.037167784,-1.392345964,0.005579103
TZA,Tanzania,0.524,0.0036,0,,,2015,-0.155579875,-0.057467625,-0.504726599,0.019533055,35.65643529,-1.145011854,1.147300587,0.441720476,-0.705478557,0.028084175,-0.146088933,0.025983025
THA,Thailand,0.76125,0.0039,0,,,2015,-1.262753763,-0.097520133,-0.209324779,-0.032178593,37.52,-0.53,-0.606032336,-0.108898269,-0.355330174,-0.029118975,-0.573683722,-0.130111627
TLS,Timor-Leste,0.626,-0.0004,0,,,2015,-0.391936229,-0.020835332,-1.259692412,-0.037514144,28.02542564,-0.417386248,-0.022463209,0.131999193,-0.905993855,0.040131814,0.067446438,-0.010177056
TGO,Togo,0.5105,0.0024,0,,,2015,-0.274332979,0.012704896,-0.935507941,-0.017769902,44.54980151,-0.725099247,-1.209675922,-0.087139938,-1.015939283,-0.006899613,-0.952204002,0.018843692
TON,Tonga,0.7165,0.0006,0,,,2015,0.904014451,-0.03727188,-0.020348653,-0.01671703,37.56666362,0.016672752,0.64826874,0.27890449,-0.226574547,-0.042042494,0.442408499,0.025765085
TTO,Trinidad and Tobago,0.79825,0.0009,0,,,2015,0.117636659,-0.022982072,-0.231647531,-0.039686363,31.76189793,-0.385105721,-0.524772517,-0.063670002,-0.433274453,-0.104748409,0.454217361,-0.011439188
TUN,Tunisia,0.738,0.001,1,1,,2015,-0.710161037,-0.060523248,-0.115171145,0.039208657,34.30479398,-0.752603012,-0.701705379,-0.164846832,-0.13493266,0.014292476,-0.278801793,-0.035793871
TUR,Turkey,0.8045,0.002,1,1,,2015,-1.063997405,0.022568792,0.076109884,0.013875804,40.9,0.68,-0.679693487,-0.172342157,0.08242729,-0.00024985,-0.206947745,0.01089183
TKM,Turkmenistan,0.7085,0.0014,0,,,2015,0.197362899,-0.019167194,-1.38877933,-0.002776193,38.07811404,0.37710219,-0.360723366,0.181652788,-1.391448248,-0.020263088,-2.210182411,-0.041906054
UGA,Uganda,0.5245,0.003,0,,,2015,-0.891699424,0.028300921,-0.348240383,0.009039061,41.489,0.176333333,-1.184525002,-0.077002667,-1.001913985,-0.031011214,-0.490437174,0.023602473
UKR,Ukraine,0.74825,0.0015,1,1,,2015,-0.680953674,-0.273717597,-0.786729736,0.026664245,24.68,0.11,0.664255412,0.400321899,-1.001943301,0.023358674,-0.169200191,0.041238929
ARE,United Arab Emirates,0.86475,0.0011,0,,,2015,0.870575531,-0.014381675,0.581379664,0.001481915,46.71301702,-0.247263037,1.325923344,0.015752198,1.2594987,0.095640179,-1.027159394,-0.048201121
GBR,United Kingdom,0.91925,0.0007,0,,,2015,0.379547251,-0.026240539,1.726492985,0.038185974,33.18,0.17,0.49411916,-0.299712341,1.625189112,-0.009654226,1.317405193,0.008016544
USA,United States,0.9195,0.0004,0,,,2015,0.570762163,-0.04678455,1.595238601,0.003041719,42.2746,0.093666667,-0.195933272,-0.413266857,1.299602874,-0.00862606,1.077983945,-0.02713818
URY,Uruguay,0.80725,0.0007,0,,,2015,0.877724912,0.019424155,0.600010097,0.007808566,40.58,-0.38,-0.701488331,-0.544161956,1.33275822,0.039764519,1.089254761,0.012436986
UZB,Uzbekistan,0.707,0.003,0,,,2015,-0.538841147,-0.005218805,-1.253238613,0.04140746,47.79168865,0.715357975,-0.77500664,0.192774909,-1.215454637,0.032354022,-2.013690965,0.004069741
VEN,"Venezuela, RB",0.73475,-0.0087,1,1,,2015,-1.05173337,-0.020909782,-1.795055848,-0.074779242,38.65768273,0.877682734,-0.607422209,0.104442864,-1.273941047,-0.042775495,-1.011287228,-0.054186914
VNM,Vietnam,0.69025,0.0027,0,,,2015,0.149112544,-0.031864321,-0.449835946,0.023177518,35.61989056,-0.56,-1.071395117,-0.153969813,-0.572220671,-0.001242506,-1.393466181,-0.006393164
YEM,"Yemen, Rep.",0.4665,-0.0042,1,1,,2015,-2.447111857,-0.033802783,-1.185587708,0.050136145,36.04017347,-0.167191691,-0.97657851,-0.02353428,-1.288168701,-0.049611469,-1.395982644,-0.012129327
ZMB,Zambia,0.58775,0.0035,0,,,2015,0.447843805,-0.019664426,-0.360090249,0.034554694,56.5,0.300082147,-0.482277486,-0.011046008,-0.389727794,0.023244239,-0.134096004,0.016030103
ZWE,Zimbabwe,0.557,0.0052,1,1,,2015,-0.80624598,0.013674375,-1.667122225,-0.018249504,52.27156872,2.163023576,-1.034867926,-0.059027519,-1.402691495,-0.060035014,-1.454568654,-0.027969425
SOM,Somalia,0.34756753,0.00451057,1,1,,2015,-2.853175995,0.026257636,-2.431991199,-0.026019123,41.14,-1.336666667,-0.572550781,0.221207056,-1.651694945,-0.010136107,-2.1427092,0.006583937
XKX,Kosova,0.743520728,0.001846285,0,,,2015,-0.998576626,0.004194918,-0.513250197,0.043287037,27.38,-0.43,-1.022653608,-0.097128958,-0.57991321,0.029473055,-0.171732389,0.078975435
AFG,Afghanistan,0.495,0.0015,1,1,,2016,-2.448136717,-0.004084514,-1.705830086,-0.02852563,32.2,-0.399781062,-1.646176112,0.08981027,-1.369535746,0.025345122,-1.165916558,0.085968949
ALB,Albania,0.790333333,0.001,0,,,2016,0.125349478,0.066715525,-0.434865316,0.074454674,30.20601709,0.335609994,-0.443961455,0.090716924,-0.589964468,0.074261161,0.173231773,0.098619701
DZA,Algeria,0.758666667,0.0005,0,,,2016,-1.124430524,0.092076287,-0.645839989,0.056545328,25.97568077,-0.672939819,-0.536674728,-0.022217568,-0.478482144,0.017653201,-0.868295511,0.025652422
AGO,Angola,0.574666667,-0.001,0,,,2016,-0.087248714,0.211945247,-1.176652636,0.050188193,44.26131268,-0.306911907,-1.208230137,-0.078675994,-1.359655331,-0.017227701,-1.058858808,0.032932657
ARG,Argentina,0.830666667,-0.001,0,,,2016,0.053181102,-0.011337718,-0.858194513,-0.077052774,41.021,-0.0795,-0.45401047,0.003891518,-0.530578428,-0.025764214,0.283508767,0.019382633
ARM,Armenia,0.759333333,0.001,0,,,2016,0.099581279,0.050594704,-0.355469968,-0.000237273,31.32,0.76,-0.414546915,-0.012058307,-0.500274501,-0.006580709,-0.644602118,-0.048928802
AUS,Australia,0.937666667,0.0005,0,,,2016,0.963798421,-0.042629347,1.807184691,0.016978102,35.79062107,-1.392310534,1.9194145,-0.066199357,1.935297663,0.032618515,1.434703318,-0.016140347
AUT,Austria,0.913333333,0.001,0,,,2016,1.30488197,-0.013456549,1.878695504,0.013768566,30.02,-0.57,1.480789271,0.102257117,1.455453003,0.025813896,1.441421191,-0.00692479
AZE,Azerbaijan,0.753333333,0.001,0,,,2016,-0.477379423,0.062042963,-0.665993673,0.043066743,41.26273705,0.385511654,-0.739979034,0.039150928,-0.970508114,0.013266419,-1.359548568,-0.028291567
BHS,"Bahamas, The",0.804666667,0.0005,0,,,2016,1.055571691,-0.050500664,0.617949172,0.011210753,50.06713332,0.056515861,1.344691454,-0.058382154,1.347358481,0.007091545,0.960576582,0.013100001
BHR,Bahrain,0.838333333,-0.0005,0,,,2016,-1.039176234,0.093536268,0.427483522,0.069079496,59.6,-7.27596E-12,0.26736694,-0.063526159,0.375819613,-0.013641178,-1.257268317,0.047942652
BGD,Bangladesh,0.612333333,0.0025,0,,,2016,-1.454323158,-0.080789734,-0.793608601,0.039270099,32.30001826,0.050004564,-0.882585881,-0.007004562,-0.998452555,-0.085726035,-0.467905141,-0.030119765
BRB,Barbados,0.813,0,0,,,2016,1.282170293,0.008533522,1.034859631,0.019686366,37.57317169,-1.856707079,0.773980615,0.029370497,1.436251379,-0.061160349,1.1522474,-0.033768578
BLR,Belarus,0.816333333,0.001,0,,,2016,0.083405787,0.047013995,-0.951320672,-0.047026434,26.24,-0.34,-0.534766326,0.111713489,-0.489547948,-0.004751471,-1.6177131,-0.071220411
BEL,Belgium,0.918333333,0.001,0,,,2016,0.787609478,-0.062186289,1.433741461,0.009989655,27.49,-0.21,1.674576111,0.036048219,1.562231392,-0.011729946,1.364630282,-0.000198487
BLZ,Belize,0.719666667,0.0005,0,,,2016,0.088825736,-0.048696803,-0.550117914,-0.035548792,38.325,-1.076785714,-0.465170158,-0.006935953,-0.104655337,-0.056627294,0.614557738,-0.038685917
BEN,Benin,0.518333333,0.0025,0,,,2016,0.154745577,-0.070199111,-0.680881031,-0.050777538,45.95382257,1.059428413,-0.322550103,0.008525584,-0.802802577,0.049672798,0.165487646,0.027024861
BTN,Bhutan,0.616333333,0.001,0,,,2016,0.932038846,0.06639756,0.273854534,0.026405533,38.24,-0.279846743,1.011891383,-0.05192305,0.977583821,0.049161732,-0.232049774,0.003959121
BOL,Bolivia,0.702,0.0015,0,,,2016,-0.493150301,-0.054213448,-1.153931192,-0.074674112,46.66,-0.49,-0.097771325,-0.04721286,-0.624134475,0.021933306,-0.113698512,-0.012266956
BIH,Bosnia and Herzegovina,0.768333333,0.001,0,,,2016,-0.366958632,0.016313068,-0.222313431,-0.013206911,33.2272198,0.078649379,-0.15912041,-0.047317716,-0.272907914,-0.002725916,-0.091224507,0.035212775
BWA,Botswana,0.726666667,0.002,0,,,2016,1.061400867,-0.005098551,0.644297492,0.013247209,52.79964622,0.343646221,-0.985222025,-0.064075796,0.944745744,0.040116868,0.423212507,-0.043679372
BRA,Brazil,0.760666667,0.0005,0,,,2016,-0.082361077,-0.004784473,-0.108697534,-5.52753E-05,52.4,0.05,1.404572845,-0.187088625,-0.165841854,-0.012605195,0.470807662,0.049708108
BRN,Brunei Darussalam,0.844333333,0.001,0,,,2016,1.126696765,0.062561219,0.635952414,-0.03273109,56.4,0,1.073449779,0.035498327,0.698151087,0.026542883,-0.602460048,-0.053904281
BGR,Bulgaria,0.815,0.0015,0,,,2016,0.223650537,-0.004193645,-0.074775237,0.034024898,36.94,0.38,-0.088028112,0.003750415,-0.218141347,0.036384358,0.403504324,0.037720085
BFA,Burkina Faso,0.432333333,0.0025,1,1,,2016,-0.597860492,0.073053465,-0.381899992,0.076680979,34.97331165,-1.14838894,-0.219753848,0.045075334,-0.556345176,-0.0141309,-0.30242672,0.026400782
BDI,Burundi,0.422333333,0.001,0,,,2016,-1.221321978,0.139061589,-0.966983138,0.055853095,37.72778501,-0.3992342,-1.168302284,0.012989815,-1.265424927,0.075082838,-0.801425616,0.10404335
CPV,Cabo Verde,0.649666667,0.002,0,,,2016,0.663834799,-0.040843302,0.467425299,-0.021081888,43.76503474,-0.669944791,0.595204113,0.055876136,0.942067017,0.107347833,0.918804914,-0.005541664
KHM,Cambodia,0.58,0.0015,0,,,2016,-0.053970207,0.06048408,-0.98301418,-0.012902715,31.6224663,-0.023502162,0.053256735,0.002875868,-1.09996934,-0.043371026,-1.005417639,-0.010905481
CMR,Cameroon,0.562,0.0015,1,1,,2016,-0.601633002,0.025407441,-0.975575595,0.026287475,44.67340111,-0.936067959,-1.096918604,0.002774897,-1.156728801,0.047477015,-1.025289423,0.002024744
CAN,Canada,0.921666667,0.0005,0,,,2016,1.071486569,-0.011645345,1.808347002,0.024297847,35.77,-0.103333333,2.17388519,0.010875831,1.860001767,-0.021148973,1.412951012,-0.025662928
CAF,Central African Republic,0.379333333,0.0025,1,1,,2016,-2.255019215,-0.092993376,-1.613948143,0.013714115,43.00581849,-0.685411096,1.990465562,-0.004824659,-0.978527681,0.012809989,-1.389534683,-0.005533716
TCD,Chad,0.401,0,0,,,2016,-1.353221827,-0.139578589,-1.398400301,-0.030573979,44.61277283,0.437519963,-0.99498046,0.053993709,-1.336514221,-0.059371646,-1.410856746,-0.043246541
CHL,Chile,0.846333333,0.001,0,,,2016,0.462543133,0.059010084,1.391160181,0.017108019,47.42019152,-0.019890561,-0.240340967,-0.001047538,1.498835097,-0.024229867,1.140892297,0.052892134
CHN,China,0.756333333,0.0025,0,,,2016,-0.560415418,-0.021797815,-0.416364149,0.023135847,41.24,0.75,-0.627554,0.080168029,-0.464841951,-0.041592398,-1.623307385,-0.037426142
COL,Colombia,0.760666667,0.0005,0,1,,2016,-1.338675801,-0.024438624,-0.32939629,0.055408857,52.02,-0.55,-0.852479682,-0.048316274,-0.365939275,0.046823861,-0.052251276,0.041089433
COM,Comoros,0.538333333,-0.0005,0,,,2016,-0.467820056,-0.144067606,-0.973348259,0.019485469,44.55132139,-1.035118558,0.748309444,-0.020639329,-0.611679219,0.058395048,-0.41399139,0.051706526
COG,"Congo, Rep.",0.608666667,-0.0005,1,1,,2016,-0.313963437,0.104240615,-1.064149857,0.027610576,49.70015648,0.266701441,-0.332545878,0.018891182,-1.182604663,0.009093239,-1.082939158,0.034605789
COD,"Congo, Dem. Rep.",0.458,0.0015,1,1,,2016,-2.102032775,0.072764916,-1.484023152,0.068937435,42.08210687,-0.010910315,-1.035791225,-0.05389012,-1.224796937,0.057250715,-1.376118909,0.06106231
CRI,Costa Rica,0.793333333,0.001,0,,,2016,0.600405354,-0.02997649,0.466508341,-0.016360383,48.72,-0.07,0.187217435,-0.001172059,0.593200215,-0.017140964,1.042616952,-0.022257281
HRV,Croatia,0.836333333,0.001,0,,,2016,0.690639813,0.075450125,0.31665647,0.052312101,31.5,-0.63,0.471901196,-0.08312107,0.176485527,0.095283279,0.572492273,0.063431798
CUB,Cuba,0.777666667,0.0005,0,,,2016,0.469513459,0.060061511,-0.591763769,0.024164026,30.68740308,0.02975743,0.940180329,-0.118957041,0.159770845,-0.027399419,-1.510990556,-0.057328631
CYP,Cyprus,0.872333333,0.001,0,,,2016,0.641242512,0.02543131,1.085391133,0.03228415,34.6,-0.74,0.44163691,0.106403953,1.07734811,-0.098554071,1.014034274,0.011877506
CZE,Czech Republic,0.89,0.0015,0,,,2016,1.03863542,0.007465302,1.0464093,0.012449559,25.92,-0.24,1.858037787,0.041294838,0.224663634,-0.007009165,0.991833226,0.020310513
DNK,Denmark,0.929666667,0.0005,0,,,2016,0.899492915,-0.022490795,1.961407323,0.041349164,27.96,-0.21,-0.597606699,0.013166655,2.383253721,0.008790246,1.643920097,-0.012088721
DJI,Djibouti,0.494,0.0015,0,,,2016,-0.053283811,0.042411912,-0.754475713,0.022514359,43.55051335,-0.699657769,0.772293268,0.017044466,-0.381060084,0.0310347,-1.433135399,-0.008816488
DMA,Dominica,0.723666667,0.0005,0,,,2016,1.160424771,0.029602073,0.579858904,-0.009596536,44.4,0,2.428277438,0.005936775,0.707322723,0.015565102,1.023028677,0.012097357
DOM,Dominican Republic,0.743666667,0.002,0,,,2016,0.183552398,-0.018190125,-0.59504807,-0.010029093,45.8,-0.33,-0.404353423,0.003311582,-0.846748824,-0.014349876,0.111505531,0.01093598
ECU,Ecuador,0.757666667,0.0005,0,1,,2016,-0.357843043,-0.008996921,-1.151669169,-0.064736298,45.8,-0.31,-0.455200798,0.044086354,-0.692500499,-0.013238719,-0.315391585,-0.010947891
EGY,"Egypt, Arab Rep.",0.698666667,0.002,1,1,,2016,-1.547161773,-0.002184718,-0.518357398,0.011753277,29.89261793,0.896617935,-1.187982788,-0.079255382,-0.655461829,-0.048844654,-1.074772806,-0.099444364
SLV,El Salvador,0.666333333,0.001,0,,,2016,0.009096753,-0.026288325,-0.639676836,0.027879793,41.48,-0.64,0.027257423,0.05767044,-0.269514762,0.079746538,0.03416325,0.044293045
GNQ,Equatorial Guinea,0.588666667,-0.001,0,,,2016,0.047376219,0.010588536,-1.316313492,-0.005066129,50.2,0,-0.008546723,0.337990087,-1.684393973,-0.04018151,-1.970386243,-0.032476174
ERI,Eritrea,0.433,0.0015,0,,,2016,-0.713635021,0.023669863,-1.505369476,-0.088609733,39,0,0.859942002,-0.072359087,-0.879009319,-0.108676976,-2.258664079,-0.099939648
EST,Estonia,0.881,0.0015,0,,,2016,0.66905886,-0.003376572,1.294378477,0.082903942,33.47,-0.41,-0.505561899,0.013749419,1.179072314,0.076488341,1.136236982,0.022371724
SWZ,Eswatini,0.606333333,0.0025,0,,,2016,-0.410423325,0.025892326,-0.426868503,-0.011072021,49.83253701,-0.396977707,-1.158185619,0.02812075,-0.370592549,-0.013042838,-1.197514303,-0.011375262
ETH,Ethiopia,0.469,0.0015,1,1,,2016,-1.527469978,-0.079014848,-0.565599213,0.024617934,33.69322964,0.3705,2.357107911,0.000693531,-0.51506931,0.018033273,-1.308673788,-0.022776346
FJI,Fiji,0.723,0.0015,0,,,2016,0.004295079,-0.04841062,-0.802227566,-0.032250268,38.03934348,0.674949951,-0.413816847,0.003534501,-0.455616244,-0.076893707,-0.69559913,-0.001269007
FIN,Finland,0.924666667,0.0005,0,,,2016,1.360968309,0.005100296,1.994476277,0.016363424,26.77,-0.3,1.368776911,-0.020610342,2.206814915,0.001866517,1.580315469,-0.012441848
FRA,France,0.890666667,0.0005,0,,,2016,0.428993321,-0.035352189,1.444051429,0.012873209,31.96,-0.76,1.776300102,0.102725192,1.364280902,0.009178566,1.228025156,0.010511425
GAB,Gabon,0.701333333,0.001,0,,,2016,0.296629594,0.000547496,-0.523499702,-0.031026032,39.05043121,-0.349952088,0.473423339,0.071272439,-0.629901319,-0.044247676,-0.969051814,-0.072683607
GMB,"Gambia, The",0.463666667,0.0035,0,,,2016,-0.098909894,-0.049482139,-0.623756642,-0.038188325,37.99527276,-1.3905,-1.256328012,-0.033637946,-0.690382427,-0.016395832,-1.19315074,0.053152015
GEO,Georgia,0.785,0.0015,0,,,2016,-0.372347332,0.103718421,0.16838608,0.117208021,37.66,-0.69,-0.9231217,0.039072486,0.49127513,0.086108441,0.091203257,0.012444589
DEU,Germany,0.938666667,0.0005,0,,,2016,0.819604606,-0.0298498,1.709183608,0.027401786,32.105,-0.8525,-0.465672865,-0.068680875,1.74088606,-0.038118313,1.418184222,0.005309233
GHA,Ghana,0.594333333,0.0025,0,,,2016,0.065917513,0.025041992,0.050098056,0.022265423,42.828,0.295333333,-0.719624813,-0.079140949,-0.08944457,0.022134315,0.547849047,0.096705123
GRC,Greece,0.871666667,0.0005,0,,,2016,-0.151654948,-0.000878646,0.419562495,0.014557269,35.58,-0.49,-0.668485655,-0.053212333,-0.249544122,-0.044539517,0.652945581,0.006532913
GRD,Grenada,0.762,0.0015,0,,,2016,0.467362391,-0.034927054,0.030468529,-0.041777415,31.55887085,-0.84008364,-0.688201858,0.0754159,0.336212538,-0.034063425,0.871666067,0.028241837
GTM,Guatemala,0.650333333,0.001,0,,,2016,-0.670477376,-0.005396038,-1.061407353,0.013919398,52.87939112,3.133672454,1.654719061,0.005518154,-0.581655739,0.029093176,-0.369748068,0.01464912
GIN,Guinea,0.465,0.0015,0,,,2016,-1.332650127,-0.106550021,-1.430856244,-0.011642159,34.24850215,-0.162755295,-1.218668523,-0.099927546,-1.148924025,-0.065372907,-1.017396031,0.006922106
