country,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
CZE,-3.448448508,-3.332176006,-3.215903504,-3.099631002,-2.983358499,-2.867085997,-2.750813495,-2.634540992,-2.51826849,-2.401995988,-2.285723486,-2.169450983,-2.053178481,-1.936905979,-1.820633477,-1.704360974,-1.588088472,-1.47181597,-1.355543467,-1.239270965,-1.122998463,-1.006725961,-0.890453458,-0.774180956,0.007981448,-0.189639299,-0.054721248,-0.021945294,-0.219512446,-0.37315477,-0.370414561,-0.155451275,0.016363443,0.102233653,0.330221039,0.579006598,0.560701385,0.415533477,0.284682095,0.154422558,1.822894102,1.77964266,1.812221028,1.91248304,1.962948102,1.99635151,1.932201439,2.016359098
DEU,3.724903665,3.643401393,3.561899121,3.480396849,3.398894577,3.317392305,3.235890033,3.154387761,3.072885489,2.991383217,2.909880946,2.828378674,2.746876402,2.66537413,2.583871858,2.502369586,2.420867314,2.339365042,2.25786277,2.176360498,2.094858226,2.013355954,1.931853683,0.878327799,1.134012758,1.008082589,1.237001411,1.425566269,1.169298324,1.097981056,1.151424244,1.512299686,1.819429629,1.898128512,1.821504969,1.826589875,1.846082863,1.898063399,1.871231075,1.91732932,-0.383165422,-0.346952643,-0.478433413,-0.43953346,-0.680279389,-0.635428714,-0.63475393,-0.105703115
DJI,-6.033558037,-5.878772534,-5.723987032,-5.569201529,-5.414416027,-5.259630524,-5.104845021,-4.950059519,-4.795274016,-4.640488514,-4.485703011,-4.330917509,-4.176132006,-4.021346503,-3.866561001,-3.711775498,-3.556989996,-3.402204493,-3.247418991,-3.092633488,-2.937847985,-2.783062483,-2.62827698,-2.473491478,-2.318705975,-2.163920473,-2.00913497,-1.854349467,-1.699563965,-1.544778462,-1.38999296,-1.235207457,-1.080421955,-0.925636452,-0.770850949,-0.524624763,-0.486646485,-0.588760987,-0.388399291,-0.510378005,0.745516195,0.76697823,0.743248956,0.782990639,0.822732322,0.733097003,0.727304021,1.241360584
DMA,-6.565504662,-6.361428048,-6.157351434,-5.95327482,-5.749198206,-5.545121592,-5.341044978,-5.136968364,-4.93289175,-4.728815136,-4.524738522,-4.320661908,-4.116585294,-3.912508681,-3.708432067,-3.504355453,-3.300278839,-3.096202225,-2.892125611,-2.688048997,-2.483972383,-2.279895769,-2.075819155,-1.871742541,-1.667665927,-1.463589313,-1.259512699,-1.055436085,-0.851359471,-0.647282857,-0.443206243,-0.239129629,-0.035053015,0.169023599,0.190413171,0.770942487,0.941555156,0.893768936,0.573145546,0.540969268,2.38723491,2.43787454,2.473965645,2.412912083,2.429400012,2.364800742,2.351296193,3.026096195
DNK,5.638494434,5.515117844,5.391741254,5.268364665,5.144988075,5.021611485,4.898234896,4.774858306,4.651481716,4.528105126,4.404728537,4.281351947,4.157975357,4.034598768,3.911222178,3.787845588,3.664468998,3.541092409,3.417715819,3.294339229,3.17096264,3.04758605,2.92420946,1.346730565,1.545596616,1.686791659,2.112039342,2.277043658,2.095172171,1.980662551,2.081436848,2.302286984,2.40542614,2.496760131,2.520544312,2.59433343,2.512576962,2.519769496,2.54431246,2.562441056,-0.588380261,-0.701385193,-0.580240277,-0.489576365,-0.628451399,-0.740699923,-0.687140774,-0.160205282
DOM,-0.791465177,-0.783495787,-0.775526396,-0.767557005,-0.759587614,-0.751618224,-0.743648833,-0.735679442,-0.727710051,-0.719740661,-0.71177127,-0.703801879,-0.695832489,-0.687863098,-0.679893707,-0.671924316,-0.663954926,-0.655985535,-0.648016144,-0.640046753,-0.632077363,-0.624107972,-0.616138581,-0.60816919,-0.6001998,-0.592230409,-0.584261018,-0.576291627,-0.568322237,-0.709414387,-0.454961161,-0.418780374,-0.569633067,-0.496397966,-0.601831417,-0.47664079,-0.486646485,-0.493113895,-0.484553774,-0.697929915,-0.485772841,-0.346952643,-0.376626549,-0.339447652,-0.472967429,-0.530157505,-0.425206553,-0.416903813
DZA,-0.724614676,-0.719943948,-0.715273219,-0.71060249,-0.705931762,-0.701261033,-0.696590304,-0.691919576,-0.687248847,-0.682578118,-0.67790739,-0.673236661,-0.668565932,-0.663895204,-0.659224475,-0.654553746,-0.649883018,-0.645212289,-0.64054156,-0.635870831,-0.631200103,-0.626529374,-0.621858645,-0.617187917,-0.612517188,-0.607846459,-0.603175731,-0.598505002,-0.593834273,-0.589163545,-0.584492816,-0.725997656,-0.659786377,-0.588495138,-0.462023549,-0.47664079,-0.391433043,-0.588760987,-0.532631016,-0.547137223,-0.588380261,-0.397585864,-0.529336845,-0.539619269,-0.628451399,-0.58279311,-0.477593397,-0.505090429
ECU,-1.764952223,-1.736300341,-1.707648459,-1.678996576,-1.650344694,-1.621692812,-1.59304093,-1.564389048,-1.535737165,-1.507085283,-1.478433401,-1.449781519,-1.421129637,-1.392477754,-1.363825872,-1.33517399,-1.306522108,-1.277870225,-1.249218343,-1.220566461,-1.191914579,-1.163262697,-1.134610814,-1.105958932,-0.838483467,-0.967634704,-1.096433069,-0.958570422,-0.934960419,-1.045674004,-1.004514063,-0.901550389,-0.795016341,-0.726640897,-0.834844532,-0.90849654,-0.962713699,-0.875702263,-0.724939983,-0.668957461,-0.588380261,-0.549485529,-0.325723117,-0.339447652,-0.472967429,-0.58279311,-0.425206553,-0.418313759
EGY,0.083276647,0.059261748,0.035246849,0.011231949,-0.01278295,-0.036797849,-0.060812749,-0.084827648,-0.108842547,-0.132857447,-0.156872346,-0.180887246,-0.204902145,-0.228917044,-0.252931944,-0.276946843,-0.300961742,-0.324976642,-0.348991541,-0.37300644,-0.39702134,-0.421036239,-0.445051138,-0.469066038,-0.974383798,-0.91031549,-0.846422232,-0.575405597,-0.724534544,-0.499252126,-0.497234461,-0.418780374,-0.434403103,-0.312203622,-0.368818303,-0.524624763,-0.581859928,-0.588760987,-0.436476532,-0.567359034,-0.94750623,-1.157084187,-1.292888326,-1.240219929,-1.302215269,-1.214420364,-1.001461839,-1.045423622
ERI,-5.564434403,-5.420887866,-5.27734133,-5.133794793,-4.990248257,-4.84670172,-4.703155183,-4.559608647,-4.41606211,-4.272515574,-4.128969037,-3.985422501,-3.841875964,-3.698329428,-3.554782891,-3.411236355,-3.267689818,-3.124143282,-2.980596745,-2.837050208,-2.693503672,-2.549957135,-2.406410599,-2.262864062,-2.119317526,-1.975770989,-1.832224453,-1.688677916,-1.54513138,-1.401584843,-1.258038307,-1.11449177,-0.704863031,-0.68059231,-0.555228795,-0.572608735,-0.677073371,-0.684408079,-0.676862742,-0.752652946,1.104642164,0.817611452,0.84505582,0.761496242,0.770904332,0.733097003,0.779690865,1.182252815
ESP,-1.114428641,-1.053958287,-0.993487932,-0.933017577,-0.872547223,-0.812076868,-0.751606514,-0.691136159,-0.630665804,-0.57019545,-0.509725095,-0.44925474,-0.388784386,-0.328314031,-0.267843676,-0.207373322,-0.146902967,-0.086432613,-0.025962258,0.034508097,0.094978451,0.155448806,0.215919161,-0.626118373,-0.40360241,0.089829142,0.4869689,0.829532096,0.916787275,0.929851247,1.066877644,1.161194221,1.323586428,1.345545478,1.262273496,1.298766181,1.179588763,0.989416027,1.005840722,1.046653556,1.053338454,1.273310445,1.303186708,1.362011093,1.392840212,1.469995465,1.565493529,1.727678027
EST,2.477428792,2.419328819,2.361228847,2.303128874,2.245028902,2.186928929,2.128828957,2.070728984,2.012629012,1.954529039,1.896429067,1.838329095,1.780229122,1.72212915,1.664029177,1.605929205,1.547829232,1.48972926,1.431629287,1.373529315,1.315429342,1.25732937,1.199229397,1.141129425,1.083029452,1.02492948,0.320295008,0.446367271,0.369680002,0.341396917,0.432778142,0.546759656,0.827743227,1.069253962,1.215670873,1.202798236,1.227195485,1.228533757,1.198149689,1.106092453,-0.537076551,-0.498852307,-0.529336845,-0.489576365,-0.472967429,-0.424886296,-0.477593397,-0.253269914
ETH,-7.709007532,-7.48947367,-7.269939809,-7.050405947,-6.830872085,-6.611338223,-6.391804361,-6.172270499,-5.952736638,-5.733202776,-5.513668914,-5.294135052,-5.07460119,-4.855067329,-4.635533467,-4.415999605,-4.196465743,-3.976931881,-3.757398019,-3.537864158,-3.318330296,-3.098796434,-2.879262572,-2.65972871,-2.440194848,-2.220660987,-2.001127125,-1.781593263,-0.68244937,-0.568549665,-0.454961161,-0.76988584,-0.840092995,-0.864786655,-0.788241909,-0.764544624,-0.677073371,-0.636584533,-0.6287855,-0.649451729,2.38723491,2.336608097,2.321255349,2.362869179,2.377572022,2.206893928,2.19413566,2.609083974
FIN,2.504031195,2.488201258,2.472371322,2.456541386,2.440711449,2.424881513,2.409051576,2.39322164,2.377391704,2.361561767,2.345731831,2.329901894,2.314071958,2.298242022,2.282412085,2.266582149,2.250752213,2.234922276,2.21909234,2.203262403,2.187432467,2.171602531,2.155772594,1.267340266,1.436876351,1.527095408,1.94536545,2.191895919,2.179342521,2.148792359,2.165983448,2.39006335,2.495579449,2.542808717,2.567146935,2.59433343,2.369756798,2.328475313,2.496235219,2.568119364,1.412464423,1.42521011,1.303186708,1.362011093,1.341012222,1.417359861,1.513106685,1.760024185
FJI,1.224251728,1.184698,1.145144273,1.105590546,1.066036818,1.026483091,0.986929363,0.947375636,0.907821908,0.868268181,0.828714453,0.789160726,0.749606999,0.710053271,0.670499544,0.630945816,0.591392089,0.551838361,0.512284634,0.472730906,0.433177179,0.393623452,0.354069724,0.314515997,0.274962269,0.235408542,0.195854814,0.156301087,0.116747359,0.077193632,0.037639905,-0.001913823,-0.04146755,-0.035912105,-0.092826547,-0.14974099,-0.206655432,-0.263725804,-0.320640247,-0.377554689,-0.434469131,-0.448219086,-0.325723117,-0.43953346,-0.421139439,-0.58279311,-0.63475393,-0.634773462
FRA,-1.038815805,-0.971381017,-0.903946228,-0.83651144,-0.769076651,-0.701641863,-0.634207074,-0.566772285,-0.499337497,-0.431902708,-0.36446792,-0.297033131,-0.229598343,-0.162163554,-0.094728766,-0.027293977,0.040140811,0.1075756,0.175010388,0.242445177,0.309879965,0.377314754,0.444749542,0.425803093,0.625357235,0.409221645,0.736979737,0.829532096,0.790531751,0.80375389,0.728691243,1.161194221,1.323586428,1.575788409,1.541889232,1.586670014,1.370015649,1.372004395,1.342381415,1.418336108,1.566375553,1.678376217,1.761317596,1.91248304,1.962948102,2.048987115,1.932201439,2.130619255
GAB,-4.205853251,-4.098038136,-3.990223021,-3.882407906,-3.774592792,-3.666777677,-3.558962562,-3.451147447,-3.343332332,-3.235517217,-3.127702102,-3.019886988,-2.912071873,-2.804256758,-2.696441643,-2.588626528,-2.480811413,-2.372996299,-2.265181184,-2.157366069,-2.049550954,-1.941735839,-1.833920724,-1.726105609,-1.618290495,-1.51047538,-1.402660265,-1.29484515,-1.187030035,-1.07921492,-0.971399805,-0.863584691,-0.389326449,-0.542446552,-0.508626172,-0.332688874,-0.439039764,-0.540937441,-0.580708258,-0.509451991,0.437693936,0.311279237,0.437828363,0.461238816,0.719076342,0.680461398,0.779690865,0.861457147
GBR,3.568644887,3.500269965,3.431895042,3.36352012,3.295145197,3.226770275,3.158395353,3.09002043,3.021645508,2.953270586,2.884895663,2.816520741,2.748145818,2.679770896,2.611395974,2.543021051,2.474646129,2.406271207,2.337896284,2.269521362,2.201146439,2.132771517,2.064396595,1.049016943,1.200021489,1.008082589,1.570349194,1.681009485,1.632235248,1.476273125,1.743250446,1.951181518,1.999736248,2.082322856,2.101120706,2.114493708,1.75086942,1.754592762,1.726999349,1.787409333,0.078567967,0.159379572,0.234214635,0.211024295,-0.006515519,-0.161708274,-0.110885487,0.355023535
GEO,-1.041220565,-1.031785568,-1.022350572,-1.012915575,-1.003480578,-0.994045582,-0.984610585,-0.975175588,-0.965740591,-0.956305595,-0.946870598,-0.937435601,-0.928000605,-0.918565608,-0.909130611,-0.899695615,-0.890260618,-0.880825621,-0.871390624,-0.861955628,-0.852520631,-0.843085634,-0.833650638,-0.824215641,-0.814780644,-0.805345647,-0.795910651,-1.001144291,-0.974110037,-0.947001717,-0.919967462,-1.077103122,-0.975322959,-0.818738069,-0.601831417,-0.284704902,-0.058185993,0.032945109,-0.09993584,0.041731133,-0.99880994,-0.954551301,-0.936564301,-0.889919599,-0.835763359,-0.845971132,-0.791914462,-0.59777572
GHA,-0.189364221,-0.195884371,-0.202404521,-0.208924671,-0.215444821,-0.221964971,-0.22848512,-0.23500527,-0.24152542,-0.24804557,-0.25456572,-0.26108587,-0.26760602,-0.274126169,-0.280646319,-0.287166469,-0.293686619,-0.300206769,-0.306726919,-0.313247069,-0.319767219,-0.326287368,-0.332807518,-0.339327668,-0.345847818,-0.352367968,-0.679748341,-0.575405597,-0.556193845,-0.58331703,-0.28586796,-0.418780374,-0.254096485,-0.266155035,-0.368818303,-0.140752985,-0.058185993,-0.062701982,0.044295886,-0.093532608,-0.485772841,-0.752018415,-0.732950573,-0.739790886,-0.887591349,-0.688064319,-0.320432864,-0.495811265
GIN,0.327545355,0.290462195,0.253379036,0.216295876,0.179212716,0.142129556,0.105046396,0.067963236,0.030880076,-0.006203084,-0.043286244,-0.080369404,-0.117452564,-0.154535724,-0.191618884,-0.228702044,-0.265785204,-0.302868364,-0.339951524,-0.377034683,-0.414117843,-0.451201003,-0.488284163,-0.525367323,-0.562450483,-0.599533643,-0.636616803,-0.673699963,-0.710783123,-0.747866283,-0.784949443,-0.822032603,-0.859115763,-0.896198923,-1.021255023,-1.004464485,-1.153140585,-1.066996446,-0.965326193,-0.927744405,-0.94750623,-1.207717408,-1.241984894,-1.290262833,-1.405871249,-1.372327177,-1.420556593,-1.415363162
GMB,1.229645607,1.173610275,1.117574944,1.061539612,1.00550428,0.949468948,0.893433616,0.837398285,0.781362953,0.725327621,0.669292289,0.613256957,0.557221626,0.501186294,0.445150962,0.38911563,0.333080298,0.277044966,0.221009635,0.164974303,0.108938971,0.052903639,-0.003131693,-0.059167024,-0.115202356,-0.171237688,-0.22727302,-0.283308352,-0.339343683,-0.395379015,-0.451414347,-0.76988584,-0.614709722,-0.634543724,-0.741639286,-0.812528596,-1.010320421,-0.540937441,-0.388399291,-0.255946491,-1.204024779,-1.207717408,-1.248841683,-1.289965958,-1.331090233,-1.372327177,-1.420556593,-1.404014988
GNB,-5.721131515,-5.589487659,-5.457843802,-5.326199945,-5.194556089,-5.062912232,-4.931268375,-4.799624519,-4.667980662,-4.536336806,-4.404692949,-4.273049092,-4.141405236,-4.009761379,-3.878117522,-3.746473666,-3.614829809,-3.483185953,-3.351542096,-3.219898239,-3.088254383,-2.956610526,-2.824966669,-2.693322813,-2.561678956,-2.430035099,-2.298391243,-2.166747386,-2.03510353,-1.903459673,-1.771815816,-1.64017196,-1.508528103,-1.376884246,-1.24524039,-0.860512568,-1.010320421,-1.0191729,-0.917248951,-0.883853631,-0.383165422,-0.144419757,-0.020302525,0.160981391,0.045312471,0.259376562,0.09866189,0.466129746
GNQ,-6.279388143,-6.131721042,-5.984053942,-5.836386841,-5.68871974,-5.54105264,-5.393385539,-5.245718439,-5.098051338,-4.950384237,-4.802717137,-4.655050036,-4.507382936,-4.359715835,-4.212048734,-4.064381634,-3.916714533,-3.769047433,-3.621380332,-3.473713231,-3.326046131,-3.17837903,-3.03071193,-2.883044829,-2.735377728,-2.587710628,-2.440043527,-2.292376427,-2.144709326,-1.997042226,-1.849375125,-1.701708024,-1.554040924,-1.002932413,-0.928049777,-1.004464485,-1.105533863,-1.066996446,-1.013403434,-1.022702082,-0.684897094,-0.346166613,-0.008361625,0.329443363,0.667248352,0.46991898,0.4653698,0.660965585
GRC,0.76447363,0.735093449,0.705713267,0.676333086,0.646952905,0.617572723,0.588192542,0.55881236,0.529432179,0.500051997,0.470671816,0.441291634,0.411911453,0.382531271,0.35315109,0.323770908,0.294390727,0.265010546,0.235630364,0.206250183,0.176870001,0.14748982,0.118109638,-0.749173337,-0.131801749,-0.109791173,-0.013052775,0.105776315,0.032998603,-0.247057413,-0.15904806,0.020101458,0.061440098,0.102233653,0.143810548,0.291102765,0.322667778,-0.110525528,-0.244167565,-0.314871575,-0.537076551,-0.701385193,-0.580240277,-0.739790886,-0.783935369,-0.793335528,-0.844301307,-0.616394898
GRD,-0.205710392,-0.213539975,-0.221369558,-0.229199141,-0.237028724,-0.244858307,-0.25268789,-0.260517474,-0.268347057,-0.27617664,-0.284006223,-0.291835806,-0.299665389,-0.307494972,-0.315324555,-0.323154139,-0.330983722,-0.338813305,-0.346642888,-0.354472471,-0.362302054,-0.370131637,-0.37796122,-0.385790804,-0.393620387,-0.40144997,-0.409279553,-0.417109136,-0.424938719,-0.432768302,-0.440597886,-0.448427469,-0.456257052,-0.464086635,-0.275613058,-0.284704902,-0.386427203,-0.488428196,-0.590150497,-0.691872799,-0.7935951,-0.802651636,-0.682047141,-0.689747982,-0.472967429,-0.266979483,-0.320432864,-0.573700799
GTM,-5.554954263,-5.397250584,-5.239546905,-5.081843226,-4.924139547,-4.766435868,-4.608732189,-4.45102851,-4.293324831,-4.135621152,-3.977917472,-3.820213793,-3.662510114,-3.504806435,-3.347102756,-3.189399077,-3.031695398,-2.873991719,-2.71628804,-2.558584361,-2.400880682,-2.243177003,-2.085473324,-1.927769645,-1.770065966,-1.612362287,-0.763085286,-0.617979466,-0.705609338,-0.793479291,-0.877694162,-0.813774023,-0.88516965,-0.726640897,-0.695036663,-0.572608735,-0.439039764,-0.301819712,-0.388399291,-0.63178029,1.720286682,1.627742996,1.557703868,1.612225615,1.755636142,1.785809092,1.722654062,1.857118653
GUY,-0.66130715,-0.662655631,-0.664004113,-0.665352594,-0.666701076,-0.668049558,-0.669398039,-0.670746521,-0.672095002,-0.673443484,-0.674791965,-0.676140447,-0.677488928,-0.67883741,-0.680185892,-0.681534373,-0.682882855,-0.684231336,-0.685579818,-0.686928299,-0.688276781,-0.689625263,-0.690973744,-0.692322226,-0.693670707,-0.695019189,-0.69636767,-0.697716152,-0.699064634,-0.700413115,-0.701761597,-0.703110078,-0.70445856,-0.726640897,-0.741639286,-0.668576679,-0.677073371,-0.684408079,-0.6287855,-0.746886926,-0.7935951,-0.853284858,-0.732950573,-0.589662173,-0.680279389,-0.740699923,-0.739527618,-0.724685783
HKG,2.106352847,2.078745632,2.051138418,2.023531203,1.995923989,1.968316774,1.94070956,1.913102345,1.885495131,1.857887916,1.830280702,1.802673487,1.775066273,1.747459058,1.719851844,1.69224463,1.664637415,1.637030201,1.609422986,1.581815772,1.554208557,1.526601343,1.498994128,0.473437273,0.644771568,0.648766023,1.195332939,1.29784466,1.211383499,1.308143316,1.531883946,1.643964236,1.72927632,1.944177098,1.961312838,2.066509736,1.941296306,1.993710491,2.111617284,2.082052008,0.129871677,0.260646015,0.234214635,0.411195912,0.304452421,0.312012167,0.255822423,0.808813767
HND,-0.600488721,-0.610934069,-0.621379418,-0.631824766,-0.642270114,-0.652715463,-0.663160811,-0.673606159,-0.684051507,-0.694496856,-0.704942204,-0.715387552,-0.7258329,-0.736278249,-0.746723597,-0.757168945,-0.767614294,-0.778059642,-0.78850499,-0.798950338,-0.809395687,-0.819841035,-0.830286383,-0.840731732,-0.85117708,-0.861622428,-1.346443906,-1.214013639,-1.04600906,-0.877544195,-0.793147562,-0.857662206,-0.840092995,-0.68059231,-0.741639286,-0.716560651,-0.677073371,-0.732231625,-0.773017225,-0.696907081,-1.255328489,-1.207717408,-1.241984894,-1.290262833,-1.198559289,-1.109149155,-1.211009216,-1.09142009
HRV,-1.976350015,-1.922568207,-1.868786398,-1.81500459,-1.761222781,-1.707440973,-1.653659164,-1.599877356,-1.546095547,-1.492313739,-1.43853193,-1.384750122,-1.330968313,-1.277186505,-1.223404696,-1.169622888,-1.115841079,-1.062059271,-1.008277462,-0.954495654,-0.900713845,-0.846932037,-0.793150228,-0.73936842,-0.685586611,-0.631804803,-0.578022994,-0.830848814,-0.472023495,-0.37315477,-0.328141261,-0.243227641,-0.299173139,-0.312203622,-0.322215681,0.051182904,0.179847614,0.032945109,0.044295886,-0.005587618,0.591605066,0.564445344,0.539635227,0.411195912,0.252624431,0.101469749,0.151048734,0.551394984
HTI,-3.273239914,-3.20846608,-3.143692245,-3.078918411,-3.014144577,-2.949370743,-2.884596908,-2.819823074,-2.75504924,-2.690275406,-2.625501572,-2.560727737,-2.495953903,-2.431180069,-2.366406235,-2.301632401,-2.236858566,-2.172084732,-2.107310898,-2.042537064,-1.97776323,-1.912989395,-1.848215561,-1.783441727,-1.718667893,-1.653894059,-1.589120224,-1.52434639,-1.459572556,-1.394798722,-1.004514063,-1.208767671,-1.200706232,-1.048980999,-1.067857646,-1.148416401,-1.248354028,-1.066996446,-0.869171709,-1.076524981,-0.588380261,-0.549485529,-0.478433413,-0.339447652,-0.317483459,-0.319615087,-0.26804602,-0.228869706
HUN,0.177915479,0.17480363,0.171691782,0.168579934,0.165468086,0.162356237,0.159244389,0.156132541,0.153020693,0.149908844,0.146796996,0.143685148,0.1405733,0.137461451,0.134349603,0.131237755,0.128125907,0.125014058,0.12190221,0.118790362,0.115678513,0.112566665,0.109454817,-0.717417217,-0.190044748,-0.189639299,0.028615698,0.233497923,0.159254128,0.21529956,0.136865041,0.239542374,0.286823371,0.424573756,0.51663153,0.62699057,0.513094664,0.511180568,0.332759337,0.244226765,-0.383165422,-0.346952643,-0.274819685,-0.239361843,-0.161999489,-0.161708274,-0.110885487,0.03165861
IDN,-5.449285111,-5.298661901,-5.148038691,-4.997415481,-4.846792271,-4.696169061,-4.545545851,-4.39492264,-4.24429943,-4.09367622,-3.94305301,-3.7924298,-3.64180659,-3.491183379,-3.340560169,-3.189936959,-3.039313749,-2.888690539,-2.738067329,-2.587444118,-2.436820908,-2.286197698,-2.135574488,-1.582771479,-1.048158263,-1.187740873,-1.221438488,-1.256587508,-1.313726993,-1.213803813,-1.131333963,-1.033214939,-0.975322959,-0.864786655,-0.788241909,-0.812528596,-0.677073371,-0.588760987,-0.580708258,-0.487975363,1.309857003,1.475843331,1.557703868,1.612225615,1.548324182,1.627902279,1.565493529,1.630005766
IND,-1.207579219,-1.192980255,-1.178381291,-1.163782327,-1.149183363,-1.134584399,-1.119985435,-1.105386471,-1.090787507,-1.076188542,-1.061589578,-1.046990614,-1.03239165,-1.017792686,-1.003193722,-0.988594758,-0.973995794,-0.95939683,-0.944797866,-0.930198901,-0.915599937,-0.901000973,-0.886402009,-1.249332222,-1.055923996,-1.14781681,-0.846422232,-0.745701075,-0.850790069,-0.877544195,-0.793147562,-0.63822129,-0.614709722,-0.542446552,-0.368818303,-0.236720929,-0.2962196,-0.301819712,-0.340322049,-0.453812052,-0.7935951,-0.903918079,-0.834757437,-0.78983379,-0.732107379,-0.688064319,-0.791914462,-0.521427907
IRL,4.876542155,4.752846576,4.629150997,4.505455418,4.38175984,4.258064261,4.134368682,4.010673103,3.886977524,3.763281945,3.639586366,3.515890787,3.392195208,3.268499629,3.144804051,3.021108472,2.897412893,2.773717314,2.650021735,2.526326156,2.402630577,2.278934998,2.155239419,1.049016943,1.203904356,1.048006652,1.36200683,1.29784466,1.000957625,1.140013508,0.982331044,1.42452332,1.503893047,1.529739823,1.541889232,1.682637958,1.75086942,1.898063399,1.919308317,1.672834245,-1.306632199,-1.359617073,-1.39469519,-1.340305737,-1.354043259,-1.319691573,-1.315782905,-0.937150053
IRN,-8.257557331,-8.032883634,-7.808209936,-7.583536238,-7.35886254,-7.134188842,-6.909515144,-6.684841446,-6.460167748,-6.235494051,-6.010820353,-5.786146655,-5.561472957,-5.336799259,-5.112125561,-4.887451863,-4.662778166,-4.438104468,-4.21343077,-3.988757072,-3.764083374,-3.539409676,-3.314735978,-3.09006228,-2.865388583,-2.640714885,-2.416041187,-2.191367489,-1.966693791,-1.742020093,-1.517346395,-0.550444924,-0.569633067,-0.542446552,-0.64843404,-0.716560651,-0.819893535,-1.066996446,-0.869171709,-0.635331929,1.976805231,1.77964266,1.812221028,1.812397232,1.807464132,1.785809092,1.722654062,2.302106468
IRQ,-7.167345719,-6.986314318,-6.805282917,-6.624251516,-6.443220115,-6.262188713,-6.081157312,-5.900125911,-5.71909451,-5.538063109,-5.357031707,-5.176000306,-4.994968905,-4.813937504,-4.632906103,-4.451874701,-4.2708433,-4.089811899,-3.908780498,-3.727749097,-3.546717695,-3.365686294,-3.184654893,-3.003623492,-2.822592091,-2.641560689,-2.460529288,-2.279497887,-2.098466486,-1.917435085,-1.736403684,-0.901550389,-0.930246305,-0.864786655,-1.021255023,-1.196400373,-1.295960749,-1.210467084,-1.205712402,-1.074490338,0.848123615,0.918877895,0.84505582,0.911624955,1.081872272,0.996275025,0.936851398,1.341130137
ISL,5.702860645,5.586249251,5.469637857,5.353026463,5.236415068,5.119803674,5.00319228,4.886580886,4.769969492,4.653358097,4.536746703,4.420135309,4.303523915,4.18691252,4.070301126,3.953689732,3.837078338,3.720466943,3.603855549,3.487244155,3.370632761,3.254021366,3.137409972,3.020798578,2.904187184,2.78757579,1.820360032,1.936452702,1.800575947,1.854565194,2.039163547,2.346175167,2.40542614,2.588857304,2.567146935,2.498365485,2.322150077,2.232828221,2.159694526,2.026554422,-0.075343162,0.007479908,-0.020302525,0.060895582,0.200796441,0.364647771,0.4653698,0.222125116
ISR,2.736631746,2.676587542,2.616543338,2.556499134,2.496454929,2.436410725,2.376366521,2.316322317,2.256278112,2.196233908,2.136189704,2.0761455,2.016101296,1.956057091,1.896012887,1.835968683,1.775924479,1.715880274,1.65583607,1.595791866,1.535747662,1.475703457,1.415659253,1.355615049,0.916572229,0.928234463,0.903653629,0.914679835,0.748446576,1.18204596,1.151424244,1.205082404,1.008049845,1.023205376,0.84284989,1.010862347,0.941555156,0.989416027,1.005840722,0.844042411,-0.280558002,-0.2456862,-0.274819685,-0.089233131,-0.213827479,0.048834144,0.046275046,-0.085445853
ITA,-1.009354677,-0.976919081,-0.944483484,-0.912047888,-0.879612292,-0.847176696,-0.814741099,-0.782305503,-0.749869907,-0.717434311,-0.684998714,-0.652563118,-0.620127522,-0.587691926,-0.55525633,-0.522820733,-0.490385137,-0.457949541,-0.425513945,-0.393078348,-0.360642752,-0.328207156,-0.29577156,-1.165972408,-0.749177536,-0.269487425,-0.138058193,0.020628576,-0.093256922,0.299364465,0.263684941,0.45898329,0.286823371,0.424573756,0.376823662,0.579006598,0.3702745,0.128592201,-0.051858598,-0.066618282,0.232479097,0.108746351,0.285118067,0.511281721,0.252624431,0.259376562,0.308209267,0.515118346
JAM,-4.038229394,-3.917544825,-3.796860256,-3.676175688,-3.555491119,-3.43480655,-3.314121981,-3.193437412,-3.072752843,-2.952068275,-2.831383706,-2.710699137,-2.590014568,-2.469329999,-2.348645431,-2.227960862,-2.107276293,-1.986591724,-1.865907155,-1.745222587,-1.624538018,-1.503853449,-1.38316888,-1.262484311,-1.141799742,-1.021115174,-0.471405976,-0.362536249,-0.322925227,-0.283205682,-0.24359466,-0.199339458,-0.389326449,-0.220106449,-0.182407812,-0.332688874,-0.439039764,-0.493113895,-0.340322049,-0.337748728,1.566375553,1.577109774,1.659510732,1.612225615,1.496496192,1.575266674,1.565493529,1.63394534
JOR,1.141977429,1.107006393,1.072035358,1.037064322,1.002093286,0.96712225,0.932151215,0.897180179,0.862209143,0.827238107,0.792267072,0.757296036,0.722325,0.687353964,0.652382929,0.617411893,0.582440857,0.547469821,0.512498786,0.47752775,0.442556714,0.407585678,0.372614643,0.337643607,-0.178396148,-0.137336842,-0.09638972,-0.107093032,-0.093256922,0.047169752,-0.03222816,0.151766008,0.512206644,0.746913859,0.563234153,0.339086737,0.513094664,0.463357022,0.332759337,0.210821234,-0.7935951,-0.853284858,-0.732950573,-0.739790886,-0.732107379,-0.635428714,-0.63475393,-0.501661251
