country,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
JPN,2.791483636,2.726606126,2.661728616,2.596851105,2.531973595,2.467096085,2.402218575,2.337341065,2.272463554,2.207586044,2.142708534,2.077831024,2.012953514,1.948076003,1.883198493,1.818320983,1.753443473,1.688565963,1.623688452,1.558810942,1.493933432,1.429055922,1.364178411,0.314656674,0.660303034,0.369297582,0.361963481,0.574088879,0.664276226,0.971883699,1.066877644,1.205082404,1.233433119,1.483691237,1.635094478,1.682637958,1.560442535,1.754592762,1.823153833,1.914815852,-0.84489881,-0.802651636,-0.936564301,-0.889919599,-0.887591349,-0.793335528,-0.844301307,-0.257759344
KAZ,-1.028910299,-1.0227311,-1.0165519,-1.0103727,-1.0041935,-0.9980143,-0.9918351,-0.9856559,-0.979476701,-0.973297501,-0.967118301,-0.960939101,-0.954759901,-0.948580701,-0.942401502,-0.936222302,-0.930043102,-0.923863902,-0.917684702,-0.911505502,-0.905326302,-0.899147103,-0.892967903,-0.886788703,-0.880609503,-0.874430303,-0.868251103,-1.001144291,-0.766619719,-0.877544195,-0.962240763,-0.813774023,-0.88516965,-0.68059231,-0.695036663,-0.90849654,-0.867500256,-0.636584533,-0.532631016,-0.647983622,-0.99880994,-0.954551301,-0.834757437,-0.739790886,-0.783935369,-0.740699923,-0.739527618,-0.738487907
KEN,-1.042690754,-1.042924266,-1.043157778,-1.04339129,-1.043624802,-1.043858314,-1.044091826,-1.044325338,-1.04455885,-1.044792362,-1.045025875,-1.045259387,-1.045492899,-1.045726411,-1.045959923,-1.046193435,-1.046426947,-1.046660459,-1.046893971,-1.047127483,-1.047360995,-1.047594507,-1.04782802,-1.048061532,-1.219004393,-1.115909418,-1.013096124,-1.1288659,-1.145386293,-1.17177136,-1.131333963,-1.033214939,-0.930246305,-0.910835241,-0.881447154,-0.90849654,-0.915106978,-0.875702263,-0.917248951,-0.863902626,-1.101417359,-1.157084187,-1.14017803,-1.090091216,-1.146731299,-1.161784759,-1.211009216,-1.053665822
KGZ,-3.548972196,-3.468178952,-3.387385708,-3.306592464,-3.22579922,-3.145005976,-3.064212732,-2.983419488,-2.902626244,-2.821832999,-2.741039755,-2.660246511,-2.579453267,-2.498660023,-2.417866779,-2.337073535,-2.256280291,-2.175487047,-2.094693803,-2.013900559,-1.933107315,-1.85231407,-1.771520826,-1.690727582,-1.609934338,-1.529141094,-1.44834785,-1.043718161,-1.019165081,-0.994544732,-0.969991652,-0.945438572,-0.88516965,-0.818738069,-0.881447154,-0.90849654,-1.057927142,-1.0191729,-0.965326193,-0.923150281,-0.67365472,-0.423475608,-0.173980046,0.075515516,0.325011078,0.575190189,0.727304021,0.248310276
KHM,-4.206272754,-4.111785481,-4.017298208,-3.922810934,-3.828323661,-3.733836388,-3.639349115,-3.544861841,-3.450374568,-3.355887295,-3.261400021,-3.166912748,-3.072425475,-2.977938202,-2.883450928,-2.788963655,-2.694476382,-2.599989108,-2.505501835,-2.411014562,-2.316527289,-2.222040015,-2.127552742,-2.033065469,-1.938578196,-1.844090922,-1.749603649,-1.655116376,-1.560629102,-1.466141829,-1.371654556,-1.277167283,-1.182680009,-0.818738069,-0.928049777,-0.956480512,-1.057927142,-0.971349354,-0.917248951,-0.92761691,0.027264257,0.007479908,0.030600907,0.311110104,-0.110171499,-0.214343878,-0.110885487,0.23462909
KIR,0.939080768,0.899011262,0.858941756,0.81887225,0.778802744,0.738733238,0.698663732,0.658594226,0.61852472,0.578455214,0.538385708,0.498316201,0.458246695,0.418177189,0.378107683,0.338038177,0.297968671,0.257899165,0.217829659,0.177760153,0.137690647,0.097621141,0.057551635,0.017482129,-0.022587377,-0.062656883,-0.102726389,-0.142795895,-0.182865401,-0.222934907,-0.263004413,-0.303073919,-0.343143425,-0.383212931,-0.423282438,-0.332688874,-0.439039764,-0.588760987,-0.388399291,-0.462925048,-1.152721069,-0.853284858,-0.936564301,-0.889919599,-0.680279389,-0.740699923,-0.739527618,-0.944186016
KWT,3.557465413,3.459719182,3.361972952,3.264226721,3.166480491,3.068734261,2.97098803,2.8732418,2.775495569,2.677749339,2.580003109,2.482256878,2.384510648,2.286764418,2.189018187,2.091271957,1.993525726,1.895779496,1.798033266,1.700287035,1.602540805,1.504794574,1.407048344,1.309302114,1.211555883,1.113809653,1.016063423,0.918317192,0.820570962,0.722824731,0.625078501,0.45898329,0.196670062,0.286427998,0.330221039,0.147150848,0.132240893,0.032945109,0.236604853,0.273264405,-0.690987681,-0.752018415,-0.834757437,-0.739790886,-0.783935369,-0.793335528,-0.791914462,-1.036607416
LAO,-1.863847616,-1.831688469,-1.799529323,-1.767370177,-1.73521103,-1.703051884,-1.670892738,-1.638733591,-1.606574445,-1.574415299,-1.542256152,-1.510097006,-1.477937859,-1.445778713,-1.413619567,-1.38146042,-1.349301274,-1.317142128,-1.284982981,-1.252823835,-1.220664689,-1.188505542,-1.156346396,-1.12418725,-1.092028103,-1.059868957,-1.027709811,-0.995550664,-0.963391518,-0.931232371,-0.899073225,-0.866914079,-0.834754932,-0.358252208,-0.695036663,-1.004464485,-0.962713699,-0.971349354,-0.917248951,-0.878053101,-0.126646872,-0.2456862,-0.325723117,-0.289404748,-0.317483459,-0.635428714,-0.582367085,-0.352367737
LBN,2.196011694,2.115427783,2.034843873,1.954259962,1.873676051,1.793092141,1.71250823,1.631924319,1.551340409,1.470756498,1.390172588,1.309588677,1.229004766,1.148420856,1.067836945,0.987253035,0.906669124,0.826085213,0.745501303,0.664917392,0.584333482,0.503749571,0.42316566,0.34258175,0.261997839,0.181413928,0.100830018,0.020246107,-0.060337803,-0.140921714,-0.221505625,-0.550444924,-0.659786377,-0.45034938,-0.229010435,-0.47664079,-0.486646485,-0.732231625,-0.724939983,-0.74726222,-1.152721069,-1.410250294,-1.292888326,-1.340305737,-1.509527229,-1.372327177,-1.368169749,-1.591432105
LBR,-6.792454243,-6.615730768,-6.439007292,-6.262283816,-6.08556034,-5.908836865,-5.732113389,-5.555389913,-5.378666438,-5.201942962,-5.025219486,-4.848496011,-4.671772535,-4.495049059,-4.318325583,-4.141602108,-3.964878632,-3.788155156,-3.611431681,-3.434708205,-3.257984729,-3.081261254,-2.904537778,-2.727814302,-2.551090826,-2.374367351,-2.197643875,-2.020920399,-1.844196924,-1.667473448,-1.490749972,-1.314026497,-1.137303021,-0.864786655,-0.886641598,-0.90849654,-0.772286814,-0.44529035,-0.340322049,-0.410814701,1.412464423,1.42521011,1.241660177,1.058110244,0.874560312,0.627825794,0.622530333,1.513549115
LBY,-2.268711302,-2.22436488,-2.180018458,-2.135672037,-2.091325615,-2.046979193,-2.002632772,-1.95828635,-1.913939928,-1.869593507,-1.825247085,-1.780900663,-1.736554242,-1.69220782,-1.647861398,-1.603514977,-1.559168555,-1.514822133,-1.470475712,-1.42612929,-1.381782868,-1.337436447,-1.293090025,-1.248743603,-1.204397182,-1.16005076,-1.115704338,-1.071357917,-1.027011495,-0.982665074,-0.938318652,-0.945438572,-0.749939686,-0.726640897,-0.64843404,-0.716560651,-0.677073371,-0.732231625,-0.869171709,-0.973663111,-0.177950582,-0.296319421,-0.274819685,-0.289404748,-0.369311449,-0.266979483,-0.26804602,-0.184429484
LCA,7.863717568,7.684846714,7.505975861,7.327105007,7.148234154,6.9693633,6.790492447,6.611621593,6.43275074,6.253879886,6.075009033,5.896138179,5.717267326,5.538396473,5.359525619,5.180654766,5.001783912,4.822913059,4.644042205,4.465171352,4.286300498,4.107429645,3.928558791,3.749687938,3.570817084,3.391946231,3.213075377,3.034204524,2.85533367,2.676462817,2.497591963,2.31872111,2.139850256,1.960979403,1.782108549,1.346750153,1.465229092,1.41982794,1.422228651,1.424629362,0.078567967,0.311279237,0.285118067,0.060895582,-0.213827479,-0.056437065,-0.110885487,-0.543212546
LKA,-3.77389124,-3.672212566,-3.570533891,-3.468855216,-3.367176541,-3.265497867,-3.163819192,-3.062140517,-2.960461842,-2.858783168,-2.757104493,-2.655425818,-2.553747143,-2.452068469,-2.350389794,-2.248711119,-2.147032444,-2.04535377,-1.943675095,-1.84199642,-1.740317746,-1.638639071,-1.536960396,-1.435281721,-1.333603047,-1.231924372,-1.130245697,-1.028567022,-0.926888348,-0.825209673,-0.370414561,-0.374892191,-0.299173139,-0.404300794,-0.462023549,-0.380672846,-0.391433043,-0.44529035,-0.388399291,-0.359825923,0.540301356,0.716345009,0.743248956,0.911624955,0.822732322,0.838368212,0.83207771,1.005006472
LSO,-9.07279221,-8.822613829,-8.572435448,-8.322257068,-8.072078687,-7.821900306,-7.571721926,-7.321543545,-7.071365164,-6.821186784,-6.571008403,-6.320830022,-6.070651642,-5.820473261,-5.570294881,-5.3201165,-5.069938119,-4.819759739,-4.569581358,-4.319402977,-4.069224597,-3.819046216,-3.568867835,-3.318689455,-3.068511074,-2.818332693,-2.568154313,-2.317975932,-2.067797551,-1.817619171,-1.56744079,-1.317262409,-1.067084029,-0.312203622,-0.415420926,-0.332688874,-0.391433043,-0.349643258,-0.244167565,-0.253933896,1.874197812,1.880909103,1.964931324,1.91248304,1.962948102,2.048987115,1.984588283,2.685591681
LTU,-1.449399339,-1.4005588,-1.35171826,-1.302877721,-1.254037181,-1.205196642,-1.156356102,-1.107515562,-1.058675023,-1.009834483,-0.960993944,-0.912153404,-0.863312865,-0.814472325,-0.765631785,-0.716791246,-0.667950706,-0.619110167,-0.570269627,-0.521429088,-0.472588548,-0.423748008,-0.374907469,-0.326066929,-0.27722639,-0.22838585,-0.17954531,-0.362536249,-0.303682796,0.0051373,0.094591741,0.195654191,0.196670062,0.332476584,0.330221039,0.387070709,0.275061057,0.415533477,0.476991062,0.338418037,0.283782806,0.513812123,0.590538659,0.611367529,0.719076342,0.785732607,0.779690865,0.846106021
LUX,4.982794572,4.87620223,4.769609888,4.663017546,4.556425204,4.449832862,4.34324052,4.236648178,4.130055836,4.023463494,3.916871152,3.81027881,3.703686468,3.597094126,3.490501784,3.383909442,3.2773171,3.170724758,3.064132416,2.957540074,2.850947732,2.74435539,2.637763048,2.531170706,2.424578363,1.167778841,1.570349194,1.766157224,1.590150073,1.644402933,1.870070347,1.951181518,1.909582938,2.03627427,2.101120706,2.114493708,2.036509748,1.993710491,2.159694526,2.138233559,-0.331861712,-0.296319421,-0.223916253,-0.339447652,-0.317483459,-0.161708274,-0.006111798,-0.027045503
LVA,-0.252387211,-0.25225886,-0.252130508,-0.252002157,-0.251873805,-0.251745454,-0.251617103,-0.251488751,-0.2513604,-0.251232048,-0.251103697,-0.250975346,-0.250846994,-0.250718643,-0.250590291,-0.25046194,-0.250333589,-0.250205237,-0.250076886,-0.249948534,-0.249820183,-0.249691832,-0.24956348,-0.249435129,-0.249306777,-0.249178426,-0.929759178,-0.532831727,-0.59827902,-0.58331703,-0.370414561,-0.199339458,-0.073789866,0.056185067,0.283618416,0.387070709,0.465487942,0.224239293,0.140450369,0.071127291,-0.383165422,-0.397585864,-0.427529981,-0.489576365,-0.680279389,-0.635428714,-0.529980241,-0.246354695
MAC,7.759927197,7.563108987,7.366290776,7.169472566,6.972654356,6.775836146,6.579017935,6.382199725,6.185381515,5.988563305,5.791745095,5.594926884,5.398108674,5.201290464,5.004472254,4.807654043,4.610835833,4.414017623,4.217199413,4.020381203,3.823562992,3.626744782,3.429926572,3.233108362,3.036290152,2.839471941,2.642653731,2.445835521,2.249017311,2.0521991,1.85538089,1.65856268,1.46174447,1.26492626,1.16906825,0.818926459,0.655914828,0.60682766,0.476991062,0.510443871,-0.588380261,-0.752018415,-0.783854005,-0.739790886,-0.887591349,-1.003877946,-0.949074995,-1.490528683
MAR,-0.080728476,-0.088168343,-0.09560821,-0.103048077,-0.110487943,-0.11792781,-0.125367677,-0.132807544,-0.140247411,-0.147687278,-0.155127144,-0.162567011,-0.170006878,-0.177446745,-0.184886612,-0.192326479,-0.199766345,-0.207206212,-0.214646079,-0.222085946,-0.229525813,-0.236965679,-0.244405546,-0.251845413,-0.25928528,-0.266725147,-0.513074449,-0.234814641,-0.051171747,-0.211011514,-0.370414561,-0.418780374,-0.434403103,-0.404300794,-0.415420926,-0.236720929,-0.248612878,-0.349643258,-0.292244807,-0.288777817,-0.304875723,-0.321017732,-0.337115638,-0.353213543,-0.369311449,-0.530157505,-0.63475393,-0.430402217
MDA,-1.226948777,-1.210715507,-1.194482237,-1.178248966,-1.162015696,-1.145782426,-1.129549156,-1.113315885,-1.097082615,-1.080849345,-1.064616074,-1.048382804,-1.032149534,-1.015916264,-0.999682993,-0.983449723,-0.967216453,-0.950983182,-0.934749912,-0.918516642,-0.902283371,-0.886050101,-0.869816831,-0.853583561,-0.83735029,-0.82111702,-0.80488375,-0.873422683,-0.934960419,-0.709414387,-1.046787363,-0.813774023,-0.840092995,-0.542446552,-0.415420926,-0.572608735,-0.534253207,-0.349643258,-0.532631016,-0.559326388,-0.485772841,-0.448219086,-0.427529981,-0.389490556,-0.680279389,-0.740699923,-0.791914462,-0.463985074
MDG,-1.985921725,-1.944166677,-1.902411628,-1.860656579,-1.818901531,-1.777146482,-1.735391433,-1.693636385,-1.651881336,-1.610126288,-1.568371239,-1.52661619,-1.484861142,-1.443106093,-1.401351044,-1.359595996,-1.317840947,-1.276085898,-1.23433085,-1.192575801,-1.150820753,-1.109065704,-1.067310655,-1.025555607,-0.983800558,-0.942045509,-0.900290461,-0.858535412,-0.816780363,-0.775025315,-1.215880563,-0.725997656,-0.479479758,-0.588495138,-0.462023549,-0.380672846,-0.2962196,-0.493113895,-0.676862742,-0.481747294,-0.024039453,0.058113129,0.081504339,-0.039190226,-0.317483459,-0.424886296,-0.320432864,-0.023434439
MDV,-0.641235563,-0.640268382,-0.639301202,-0.638334021,-0.637366841,-0.63639966,-0.63543248,-0.634465299,-0.633498119,-0.632530938,-0.631563758,-0.630596577,-0.629629396,-0.628662216,-0.627695035,-0.626727855,-0.625760674,-0.624793494,-0.623826313,-0.622859133,-0.621891952,-0.620924772,-0.619957591,-0.61899041,-0.61802323,-0.617056049,-0.616088869,-0.615121688,-0.614154508,-0.613187327,-0.612220147,-0.611252966,-0.610285785,-0.609318605,-0.608351424,-0.332688874,-0.581859928,-0.732231625,-0.821094467,-0.754960792,-0.485772841,-0.752018415,-0.580240277,-0.389490556,-0.576623409,-0.635428714,-0.582367085,-0.595778077
MEX,-2.735924647,-2.661736402,-2.587548156,-2.513359911,-2.439171665,-2.36498342,-2.290795174,-2.216606928,-2.142418683,-2.068230437,-1.994042192,-1.919853946,-1.845665701,-1.771477455,-1.69728921,-1.623100964,-1.548912719,-1.474724473,-1.400536228,-1.326347982,-1.252159737,-1.177971491,-1.103783245,-1.090551624,-0.795771935,-1.187740873,-0.679748341,-0.532831727,-0.640364195,-0.457219674,-0.412687861,-0.287115824,-0.254096485,-0.266155035,-0.368818303,-0.236720929,-0.201006157,-0.349643258,-0.436476532,-0.515274089,0.694212485,0.665711787,0.590538659,0.661410434,0.615420362,0.680461398,0.570143488,0.750922893
MKD,-0.194931736,-0.20758249,-0.220233243,-0.232883996,-0.24553475,-0.258185503,-0.270836256,-0.28348701,-0.296137763,-0.308788516,-0.32143927,-0.334090023,-0.346740776,-0.35939153,-0.372042283,-0.384693036,-0.397343789,-0.409994543,-0.422645296,-0.435296049,-0.447946803,-0.460597556,-0.473248309,-0.485899063,-0.498549816,-0.511200569,-0.523851323,-0.575405597,-0.64592145,-0.716630498,-0.787146352,-0.857662206,-0.659786377,-0.634543724,-0.64843404,-0.332688874,-0.201006157,-0.110525528,0.044295886,-0.049481747,-1.460543328,-1.106450965,-1.14017803,-1.040048312,-0.783935369,-0.688064319,-0.739527618,-0.789517142
MLI,-2.455099054,-2.39904486,-2.342990667,-2.286936473,-2.23088228,-2.174828086,-2.118773892,-2.062719699,-2.006665505,-1.950611312,-1.894557118,-1.838502925,-1.782448731,-1.726394538,-1.670340344,-1.61428615,-1.558231957,-1.502177763,-1.44612357,-1.390069376,-1.334015183,-1.277960989,-1.221906796,-1.165852602,-1.109798408,-1.053744215,-0.997690021,-0.941635828,-0.885581634,-0.829527441,-0.773473247,-0.550444924,-0.434403103,-0.542446552,-0.601831417,-0.620592707,-0.439039764,-0.588760987,-0.6287855,-0.616960229,-0.126646872,0.058113129,-0.071205957,0.060895582,0.097140461,0.154105353,0.09866189,0.179448043
MLT,5.453771846,5.322827487,5.191883128,5.060938768,4.929994409,4.79905005,4.668105691,4.537161332,4.406216973,4.275272614,4.144328254,4.013383895,3.882439536,3.751495177,3.620550818,3.489606459,3.3586621,3.22771774,3.096773381,2.965829022,2.834884663,2.703940304,2.572995945,2.442051586,2.311107226,2.180162867,2.049218508,1.918274149,1.78732979,1.656385431,1.525441072,1.394496713,1.188356464,1.161351134,1.075863004,0.866910431,0.846341714,0.559004114,0.765454513,0.741272088,-0.383165422,-0.2456862,-0.223916253,-0.189318939,-0.265655469,-0.372250692,-0.320432864,-0.700613034
MMR,-2.095108179,-2.066623391,-2.038138602,-2.009653814,-1.981169025,-1.952684237,-1.924199448,-1.895714659,-1.867229871,-1.838745082,-1.810260294,-1.781775505,-1.753290717,-1.724805928,-1.69632114,-1.667836351,-1.639351563,-1.610866774,-1.582381986,-1.553897197,-1.525412409,-1.49692762,-1.468442832,-1.439958043,-1.411473255,-1.382988466,-1.354503678,-1.326018889,-1.297534101,-1.269049312,-1.240564523,-1.164879488,-1.110552923,-1.048980999,-1.021255023,-1.244384345,-1.295960749,-1.25829063,-1.253789643,-1.224911091,-0.639683971,-0.650751972,-0.631143709,-0.589662173,-0.835763359,-0.951242341,-1.053848684,-0.756323119
MNE,2.292735165,2.223960716,2.155186268,2.086411819,2.017637371,1.948862922,1.880088474,1.811314025,1.742539577,1.673765128,1.60499068,1.536216231,1.467441783,1.398667334,1.329892886,1.261118437,1.192343989,1.12356954,1.054795092,0.986020643,0.917246195,0.848471746,0.779697298,0.710922849,0.642148401,0.573373952,0.504599504,0.435825055,0.367050606,0.298276158,0.229501709,0.160727261,0.091952812,0.023178364,-0.045596085,-0.332688874,-0.2962196,-0.062701982,-0.148013082,-0.036391012,-0.639683971,-0.650751972,-0.682047141,-0.589662173,-0.835763359,-0.793335528,-0.844301307,-0.939663915
MNG,-2.109808245,-2.055370332,-2.000932419,-1.946494506,-1.892056593,-1.83761868,-1.783180767,-1.728742854,-1.674304941,-1.619867028,-1.565429115,-1.510991202,-1.456553289,-1.402115376,-1.347677463,-1.29323955,-1.238801637,-1.184363724,-1.129925811,-1.075487897,-1.021049984,-0.966612071,-0.912174158,-0.857736245,-0.803298332,-0.748860419,-0.694422506,-0.149666902,-0.224603743,-0.29974589,-0.374682731,-0.449619572,-0.524556413,-0.496397966,-0.601831417,-0.47664079,-0.486646485,-0.636584533,-0.6287855,-0.656257837,0.694212485,0.463178901,0.539635227,0.511281721,0.563592371,0.364647771,0.412982956,0.448773667
MOZ,-1.188070775,-1.172946697,-1.157822618,-1.14269854,-1.127574462,-1.112450384,-1.097326305,-1.082202227,-1.067078149,-1.05195407,-1.036829992,-1.021705914,-1.006581836,-0.991457757,-0.976333679,-0.961209601,-0.946085522,-0.930961444,-0.915837366,-0.900713288,-0.885589209,-0.870465131,-0.855341053,-0.840216974,-0.825092896,-0.809968818,-0.79484474,-0.490257858,-1.103301118,-0.962647704,-0.822378589,-0.682109473,-0.614709722,-0.588495138,-0.601831417,-0.572608735,-0.677073371,-0.732231625,-0.6287855,-0.650980706,-0.331861712,-0.296319421,-0.529336845,-0.589662173,-0.628451399,-0.635428714,-0.582367085,-0.477239095
MRT,-4.287708588,-4.184135603,-4.080562618,-3.976989633,-3.873416648,-3.769843663,-3.666270678,-3.562697694,-3.459124709,-3.355551724,-3.251978739,-3.148405754,-3.044832769,-2.941259784,-2.8376868,-2.734113815,-2.63054083,-2.526967845,-2.42339486,-2.319821875,-2.21624889,-2.112675906,-2.009102921,-1.905529936,-1.801956951,-1.698383966,-1.594810981,-1.491237996,-1.387665012,-1.284092027,-1.180519042,-1.076946057,-0.973373072,-0.869800087,-0.462023549,-0.668576679,-0.581859928,-0.732231625,-0.821094467,-0.775778857,0.283782806,0.361912458,0.437828363,0.361153008,0.304452421,0.206740958,0.203435579,0.580221701
MUS,-0.748608076,-0.719834479,-0.691060882,-0.662287285,-0.633513689,-0.604740092,-0.575966495,-0.547192898,-0.518419301,-0.489645705,-0.460872108,-0.432098511,-0.403324914,-0.374551318,-0.345777721,-0.317004124,-0.288230527,-0.259456931,-0.230683334,-0.201909737,-0.17313614,-0.144362543,-0.115588947,-0.08681535,-0.058041753,-0.029268156,0.028615698,0.105776315,-0.051171747,-0.120960057,-0.03222816,0.063989641,-0.028713212,0.056185067,0.470028907,0.339086737,0.703521549,0.654651206,0.669300029,0.489486329,0.232479097,0.260646015,0.285118067,0.511281721,0.459936391,0.417283376,0.517756644,0.603750973
MWI,-0.535283774,-0.534140363,-0.532996953,-0.531853542,-0.530710132,-0.529566721,-0.52842331,-0.5272799,-0.526136489,-0.524993079,-0.523849668,-0.522706257,-0.521562847,-0.520419436,-0.519276025,-0.518132615,-0.516989204,-0.515845794,-0.514702383,-0.513558972,-0.512415562,-0.511272151,-0.51012874,-0.50898533,-0.507841919,-0.506698509,-0.346400558,-0.234814641,-0.303682796,-0.667381935,-0.708600962,-0.63822129,-0.614709722,-0.588495138,-0.64843404,-0.620592707,-0.581859928,-0.349643258,-0.292244807,-0.500209583,-0.537076551,-0.448219086,-0.427529981,-0.43953346,-0.421139439,-0.530157505,-0.477593397,-0.481543475
MYS,1.349577223,1.307312113,1.265047003,1.222781892,1.180516782,1.138251671,1.095986561,1.053721451,1.01145634,0.96919123,0.92692612,0.884661009,0.842395899,0.800130788,0.757865678,0.715600568,0.673335457,0.631070347,0.588805236,0.546540126,0.504275016,0.462009905,0.419744795,-0.256953481,-0.011432885,-0.269487425,0.153621117,0.190924054,-0.009086572,0.089202204,0.136865041,0.415095107,0.37697668,0.470622342,0.423426285,0.531022626,0.513094664,0.224239293,0.188527611,0.125344178,-0.84489881,-0.903918079,-0.834757437,-0.839876695,-0.783935369,-0.845971132,-0.844301307,-0.636882965
NAM,2.310277177,2.242058735,2.173840293,2.105621852,2.03740341,1.969184968,1.900966527,1.832748085,1.764529643,1.696311202,1.62809276,1.559874318,1.491655877,1.423437435,1.355218993,1.287000552,1.21878211,1.150563668,1.082345227,1.014126785,0.945908343,0.877689902,0.80947146,0.741253018,0.673034577,0.604816135,0.153621117,0.276071793,0.243424477,0.257332013,0.475051442,0.195654191,-0.028713212,0.102233653,0.004002679,0.243118792,0.227454336,0.224239293,0.188527611,0.183931353,-0.74229139,-0.752018415,-0.783854005,-0.78983379,-0.887591349,-0.898606737,-0.949074995,-0.895989582
NER,-10.43211958,-10.14956804,-9.867016498,-9.584464956,-9.301913415,-9.019361873,-8.736810332,-8.45425879,-8.171707248,-7.889155707,-7.606604165,-7.324052623,-7.041501082,-6.75894954,-6.476397998,-6.193846457,-5.911294915,-5.628743373,-5.346191832,-5.06364029,-4.781088748,-4.498537207,-4.215985665,-3.933434123,-3.650882582,-3.36833104,-3.085779499,-2.803227957,-2.520676415,-2.238124874,-1.955573332,-1.67302179,-0.88516965,-0.772689483,-0.834844532,-0.668576679,-0.581859928,-0.540937441,-0.676862742,-0.721564367,2.079412651,2.032808768,2.015834756,2.212740466,2.066604082,2.048987115,2.036975127,2.847802876
NGA,-7.376140796,-7.169282671,-6.962424547,-6.755566423,-6.548708299,-6.341850175,-6.134992051,-5.928133927,-5.721275803,-5.514417679,-5.307559554,-5.10070143,-4.893843306,-4.686985182,-4.480127058,-4.273268934,-4.06641081,-3.859552686,-3.652694562,-3.445836437,-3.238978313,-3.032120189,-2.825262065,-2.618403941,-1.809200114,-1.547057439,-1.263106961,-1.299161378,-1.524152867,-1.592095882,-1.258153864,-1.252655855,-1.155629578,-1.002932413,-0.881447154,-0.860512568,-0.62946665,-0.732231625,-0.773017225,-0.765239933,2.130716361,2.184708432,2.168545052,2.212740466,2.170260062,2.206893928,2.141748816,2.346191038
NIC,-0.957982845,-0.95185797,-0.945733094,-0.939608219,-0.933483343,-0.927358468,-0.921233593,-0.915108717,-0.908983842,-0.902858967,-0.896734091,-0.890609216,-0.884484341,-0.878359465,-0.87223459,-0.866109714,-0.859984839,-0.853859964,-0.847735088,-0.841610213,-0.835485338,-0.829360462,-0.823235587,-0.817110712,-0.810985836,-0.804860961,-0.804753759,-0.660553336,-0.831862773,-1.003641552,-0.877694162,-0.725997656,-0.659786377,-0.68059231,-0.695036663,-0.668576679,-0.724680092,-0.732231625,-0.724939983,-0.726795005,-0.84489881,-0.60011875,-0.732950573,-0.78983379,-0.732107379,-0.635428714,-0.63475393,-0.670113703
NLD,0.316068953,0.366327788,0.416586624,0.466845459,0.517104295,0.56736313,0.617621966,0.667880801,0.718139637,0.768398472,0.818657308,0.868916143,0.919174979,0.969433814,1.01969265,1.069951485,1.120210321,1.170469156,1.220727992,1.270986827,1.321245663,1.371504498,1.421763334,1.096651122,1.304858887,1.327475093,1.695354613,1.851304963,1.716405597,1.686435386,1.870070347,2.038957885,2.044812902,2.082322856,2.147723329,2.402397541,2.322150077,2.328475313,2.303926251,2.32394782,2.38723491,2.43787454,2.423062213,2.26278337,2.429400012,2.417436346,2.298909349,2.678234222
NOR,3.562947741,3.499398447,3.435849153,3.372299859,3.308750565,3.245201271,3.181651977,3.118102682,3.054553388,2.991004094,2.9274548,2.863905506,2.800356212,2.736806918,2.673257624,2.60970833,2.546159036,2.482609742,2.419060448,2.355511154,2.29196186,2.228412565,2.164863271,1.064895003,1.366984753,1.28755103,1.695354613,1.808731094,1.800575947,1.602370481,1.658703846,1.995069702,2.134966212,2.220468615,2.194325952,2.258445624,1.846082863,2.185004675,2.207771768,2.369652756,0.181175387,0.210012794,0.081504339,0.110938487,0.097140461,0.048834144,0.4653698,0.57613092
NPL,-1.05280033,-1.0440352,-1.035270069,-1.026504939,-1.017739809,-1.008974678,-1.000209548,-0.991444417,-0.982679287,-0.973914157,-0.965149026,-0.956383896,-0.947618766,-0.938853635,-0.930088505,-0.921323375,-0.912558244,-0.903793114,-0.895027984,-0.886262853,-0.877497723,-0.868732593,-0.859967462,-0.851202332,-0.842437201,-0.833672071,-0.824906941,-0.81614181,-0.80737668,-0.79861155,-0.789846419,-0.781081289,-0.614709722,-0.726640897,-0.741639286,-0.716560651,-0.62946665,-0.827878717,-0.869171709,-0.879366393,-0.84489881,-0.752018415,-0.732950573,-0.639705077,-0.576623409,-0.58279311,-0.529980241,-0.640839203
NZL,4.902799988,4.802766241,4.702732495,4.602698748,4.502665002,4.402631255,4.302597509,4.202563762,4.102530016,4.002496269,3.902462522,3.802428776,3.702395029,3.602361283,3.502327536,3.40229379,3.302260043,3.202226296,3.10219255,3.002158803,2.902125057,2.80209131,2.702057564,1.438029409,1.584425281,1.407323219,1.862028505,2.021600441,1.926831472,1.938630098,2.081436848,2.302286984,2.450502794,2.542808717,2.567146935,2.59433343,2.512576962,2.567593042,2.54431246,2.596280358,-0.280558002,-0.397585864,-0.325723117,-0.189318939,-0.265655469,-0.319615087,-0.320432864,0.2012139
