Country Name,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Brunei Darussalam,-1.121209728,-1.111055977,-1.100902227,-1.090748476,-1.080594725,-1.070440974,-1.060287224,-1.050133473,-1.039979722,-1.029825971,-1.019672221,-1.00951847,-0.999364719,-0.989210968,-0.979057218,-0.968903467,-0.958749716,-0.948595965,-0.938442214,-0.928288464,-0.918134713,-0.907980962,-0.897827211,-0.887673461,-0.695513606,-0.743328834,-0.79101342,-0.780309647,-0.769605875,-0.844650209,-0.919489503,-0.920840204,-0.85734868,-0.865507603,-1.080265164,-1.037597299,-0.980769694,-0.745992661,-0.651474953,-0.599618614,-0.499658197,-0.495128632,-0.658470273,-0.684598445,-0.674444695,-0.664290944,-0.654137193,-0.643983442
Bulgaria,0.391422636,0.393629787,0.395836939,0.39804409,0.400251241,0.402458392,0.404665544,0.406872695,0.409079846,0.411286997,0.413494149,0.4157013,0.417908451,0.420115603,0.422322754,0.424529905,0.426737056,0.428944208,0.431151359,0.43335851,0.435565661,0.437772813,0.439979964,0.442187115,0.374306291,0.370580754,0.366865396,0.388702616,0.410539836,0.447675699,0.484710097,0.511577487,0.543206275,0.573656976,0.553037047,0.677791238,0.556265652,0.555707455,0.524106026,0.439530939,0.384138644,0.317926586,0.340588957,0.486330141,0.488537292,0.490744443,0.492951594,0.495158746
Burkina Faso,-0.981236049,-0.964101901,-0.946967753,-0.929833605,-0.912699457,-0.895565309,-0.878431161,-0.861297013,-0.844162865,-0.827028717,-0.809894569,-0.792760421,-0.775626273,-0.758492125,-0.741357977,-0.724223829,-0.707089681,-0.689955533,-0.672821385,-0.655687237,-0.638553089,-0.621418941,-0.604284793,-0.587150645,-0.732323647,-0.653391743,-0.5746755,-0.466620773,-0.358566046,-0.418902226,-0.479073554,-0.330611914,-0.454057932,-0.459601909,-0.373123497,-0.340762973,-0.320399851,-0.315414429,-0.277472734,-0.305042982,-0.33542195,-0.292298675,-0.412611753,-0.244467685,-0.227333536,-0.210199388,-0.19306524,-0.175931092
Burundi,-2.944774348,-2.890257186,-2.835740024,-2.781222861,-2.726705699,-2.672188536,-2.617671374,-2.563154211,-2.508637049,-2.454119887,-2.399602724,-2.345085562,-2.290568399,-2.236051237,-2.181534074,-2.127016912,-2.072499749,-2.017982587,-1.963465425,-1.908948262,-1.8544311,-1.799913937,-1.745396775,-1.690879612,-1.750094533,-1.680895924,-1.611886382,-1.621158183,-1.630429983,-1.427272361,-1.224669814,-1.239448071,-1.31452024,-0.638149679,-0.747572243,-0.737355947,-0.705432534,-0.709607542,-0.943416417,-0.925969362,-0.891369283,-0.950269699,-1.018933535,-0.600536364,-0.546019201,-0.491502039,-0.436984876,-0.382467714
Cabo Verde,0.575157267,0.582533615,0.589909964,0.597286312,0.60466266,0.612039008,0.619415357,0.626791705,0.634168053,0.641544401,0.648920749,0.656297098,0.663673446,0.671049794,0.678426142,0.685802491,0.693178839,0.700555187,0.707931535,0.715307884,0.722684232,0.73006058,0.737436928,0.744813276,0.911774695,0.911622435,0.911470592,0.82314831,0.734826028,0.69523108,0.655744314,0.665767908,0.696582973,0.485791206,0.75010848,0.842649996,0.926055551,0.883378148,0.885580897,0.971258104,0.927961886,0.891266286,0.982739568,0.892340241,0.899716589,0.907092938,0.914469286,0.921845634
Cambodia,-0.646465475,-0.654643757,-0.66282204,-0.671000322,-0.679178605,-0.687356887,-0.69553517,-0.703713452,-0.711891735,-0.720070017,-0.7282483,-0.736426583,-0.744604865,-0.752783148,-0.76096143,-0.769139713,-0.777317995,-0.785496278,-0.79367456,-0.801852843,-0.810031125,-0.818209408,-0.82638769,-0.834565973,-0.857639134,-0.888571588,-0.919419527,-0.877124965,-0.834830403,-0.805708261,-0.776665688,-0.960617542,-0.887444675,-1.012951732,-0.92531693,-0.925050139,-0.968556821,-0.91120249,-0.926010072,-0.910870492,-0.960879624,-0.979937375,-1.081829667,-0.998131624,-1.006309906,-1.014488189,-1.022666471,-1.030844754
Cameroon,-1.199774615,-1.195839332,-1.191904049,-1.187968766,-1.184033483,-1.1800982,-1.176162916,-1.172227633,-1.16829235,-1.164357067,-1.160421784,-1.156486501,-1.152551218,-1.148615935,-1.144680652,-1.140745369,-1.136810086,-1.132874803,-1.12893952,-1.125004237,-1.121068954,-1.117133671,-1.113198388,-1.109263105,-0.974394083,-1.055947314,-1.137277722,-1.139814556,-1.142351389,-1.157698796,-1.17300427,-1.115097284,-0.986239016,-1.016579151,-1.025252938,-1.061822295,-1.084711313,-1.061917543,-1.079736114,-1.047183871,-1.030722022,-1.042605162,-0.995940328,-1.030557444,-1.026622161,-1.022686878,-1.018751595,-1.014816311
Canada,1.958570856,1.944934122,1.931297389,1.917660655,1.904023921,1.890387188,1.876750454,1.863113721,1.849476987,1.835840253,1.82220352,1.808566786,1.794930053,1.781293319,1.767656585,1.754019852,1.740383118,1.726746385,1.713109651,1.699472917,1.685836184,1.67219945,1.658562717,1.644925983,1.618460417,1.619899093,1.621333838,1.606657088,1.591980338,1.558390685,1.524892807,1.526346922,1.675228,1.495632648,1.442821026,1.403041482,1.434044838,1.428503275,1.375698328,1.405674338,1.443792701,1.45834434,1.431872129,1.372191311,1.358554577,1.344917844,1.33128111,1.317644377
Cayman Islands,3.45608694,3.381361083,3.306635227,3.23190937,3.157183513,3.082457656,3.0077318,2.933005943,2.858280086,2.783554229,2.708828373,2.634102516,2.559376659,2.484650802,2.409924946,2.335199089,2.260473232,2.185747375,2.111021519,2.036295662,1.961569805,1.886843948,1.812118092,1.737392235,1.5712924,1.555899035,1.540547729,1.534892142,1.529236555,1.510398462,1.491611838,0.866610467,0.835364521,0.879386663,0.813585281,0.78320533,0.786251247,0.52850461,0.542425752,0.54728663,0.539799511,0.513917089,0.44232446,0.2428751,0.168149243,0.093423386,0.01869753,-0.056028327
Central African Republic,-0.097495413,-0.126651278,-0.155807142,-0.184963007,-0.214118871,-0.243274735,-0.2724306,-0.301586464,-0.330742328,-0.359898193,-0.389054057,-0.418209921,-0.447365786,-0.47652165,-0.505677514,-0.534833379,-0.563989243,-0.593145107,-0.622300972,-0.651456836,-0.680612701,-0.709768565,-0.738924429,-0.768080294,-0.986942291,-0.870714551,-0.754804373,-0.731056243,-0.707308114,-0.893064378,-1.078313112,-1.301562786,-1.304356456,-0.946479142,-1.012889862,-1.078416109,-1.013496995,-1.006369114,-1.123459578,-1.107784271,-1.263901591,-1.528764129,-1.423456669,-1.351197581,-1.380353445,-1.409509309,-1.438665174,-1.467821038
Chad,-0.382843711,-0.408492164,-0.434140617,-0.45978907,-0.485437523,-0.511085977,-0.53673443,-0.562382883,-0.588031336,-0.613679789,-0.639328243,-0.664976696,-0.690625149,-0.716273602,-0.741922055,-0.767570509,-0.793218962,-0.818867415,-0.844515868,-0.870164321,-0.895812775,-0.921461228,-0.947109681,-0.972758134,-1.077908516,-1.064341429,-1.05081141,-1.04190141,-1.032991409,-0.999681595,-0.966462791,-1.099470615,-1.195022225,-1.259667993,-1.429012775,-1.464894414,-1.461880088,-1.419560552,-1.370584011,-1.364238501,-1.346058965,-1.383895159,-1.327226758,-1.485727198,-1.511375651,-1.537024105,-1.562672558,-1.588321011
Chile,0.045621305,0.073178779,0.100736253,0.128293727,0.155851201,0.183408676,0.21096615,0.238523624,0.266081098,0.293638572,0.321196046,0.34875352,0.376310994,0.403868468,0.431425943,0.458983417,0.486540891,0.514098365,0.541655839,0.569213313,0.596770787,0.624328261,0.651885735,0.67944321,0.653536916,0.572778481,0.492240697,0.665480927,0.838721156,0.947188976,1.055360436,0.979287446,1.166410089,1.244145393,1.060418248,1.081172466,0.996815681,1.008841515,1.091597795,1.075626254,1.063065052,1.091841578,1.060811996,1.230592692,1.258150166,1.28570764,1.313265114,1.340822588
China,-0.891439985,-0.910133541,-0.928827097,-0.947520652,-0.966214208,-0.984907764,-1.00360132,-1.022294876,-1.040988432,-1.059681988,-1.078375544,-1.0970691,-1.115762656,-1.134456211,-1.153149767,-1.171843323,-1.190536879,-1.209230435,-1.227923991,-1.246617547,-1.265311103,-1.284004659,-1.302698215,-1.32139177,-1.294420719,-1.329692508,-1.364867926,-1.32515806,-1.285448194,-1.42871288,-1.571586132,-1.540745139,-1.455034852,-1.495766521,-1.681623697,-1.661583662,-1.644104004,-1.657160401,-1.63161695,-1.583379984,-1.585986257,-1.576941848,-1.544389486,-1.695262888,-1.713956444,-1.73265,-1.751343556,-1.770037112
